State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
,,,,,,(%),Rank,,,,(%),Rank,(%),Rank
RI,2009,1,569,433,34,11.6,4,66,27.83,28.04,42.3,33,42.7,33
RI,2009,2,571,444,33,11.4,4,65,23.52,26.06,36.1,41,40,36
RI,2009,3,575,438,33,11.5,7,66,20.75,23.99,31.4,44,36.3,42
RI,2009,4,570,440,33,11.3,7,64,16.84,19.65,26.2,49,30.6,45
RI,2010,1,569,425,33,12.7,6,72,22.82,23.79,31.7,35,33.1,35
RI,2010,2,571,440,33,11.4,6,65,17.58,19.59,27,37,30,34
RI,2010,3,575,439,33,11.4,6,66,16.62,25.05,25.3,36,38.2,17
RI,2010,4,570,442,33,11.1,5,63,14.77,19.37,23.3,39,30.6,35
RI,2011,1,563,426,33,11.8,5,67,21.19,24.38,31.8,30,36.6,27
RI,2011,2,561,443,33,10.7,5,60,15.1,16.99,25.3,32,28.4,32
RI,2011,3,563,441,33,11,5,62,15.06,15.99,24.3,30,25.8,30
RI,2011,4,562,443,33,10.6,5,60,13.82,15.57,23.2,38,26.2,36
RI,2012,1,555,430,33,11.3,5,63,19.47,21.41,31,31,34.1,29
RI,2012,2,557,446,33,10.1,5,56,13.89,15.74,24.7,31,28,28
RI,2012,3,564,443,33,10.2,5,57,13.29,13.55,23.2,31,23.6,31
RI,2012,4,565,446,33,9.4,5,53,13.04,13.05,24.6,32,24.6,32
RI,2013,1,558,432,33,10.2,4,57,16.9,16.9,29.7,27,29.7,27
RI,2013,2,557,450,33,9.2,4,51,12,12,23.3,32,23.3,32
RI,2013,3,561,449,33,9.6,4,54,12.45,12.45,23.2,30,23.2,30
RI,2013,4,558,454,33,8.9,4,50,11.1,11.1,22.3,36,22.3,36
RI,2014,1,555,438,33,9.4,3,52,17.27,17.27,33.2,24,33.2,24
RI,2014,2,554,457,33,7.6,5,42,11.02,11.02,26.2,29,26.2,29
RI,2014,3,560,456,33,7.6,6,43,10.66,10.66,25.1,24,25.1,24
RI,2014,4,558,461,33,6.5,7,36,9.49,9.49,26.2,30,26.2,30
SC,2009,1,"2,164","1,744",100,10.8,9,234,97.9,97.9,41.8,34,41.8,34
SC,2009,2,"2,188","1,752",100,11.1,9,242,96.98,106,40.1,34,43.8,33
SC,2009,3,"2,175","1,720",99,11.8,6,256,87.83,95.8,34.3,35,37.4,38
SC,2009,4,"2,140","1,721",99,12,6,257,80.51,95.23,31.3,36,37,33
SC,2010,1,"2,146","1,694",98,12.1,7,260,82.4,86.72,31.7,35,33.4,34
SC,2010,2,"2,187","1,739",98,11,7,240,66.26,70.53,27.6,35,29.4,37
SC,2010,3,"2,194","1,722",98,11.3,7,247,61.18,71.8,24.8,38,29.1,38
SC,2010,4,"2,171","1,738",98,10.9,6,237,58.56,71.31,24.7,36,30,37
SC,2011,1,"2,165","1,714",97,10.8,6,235,60.53,71.83,25.8,39,30.6,37
SC,2011,2,"2,197","1,764",97,10.5,6,230,49.93,59.1,21.7,42,25.7,42
SC,2011,3,"2,201","1,750",96,10.6,7,234,50.25,58.59,21.5,37,25.1,35
SC,2011,4,"2,177","1,761",97,9.7,8,212,50.37,58.26,23.8,36,27.5,34
SC,2012,1,"2,171","1,746",96,9.7,7,210,48.26,55.54,23,43,26.5,41
SC,2012,2,"2,201","1,790",97,9,9,199,35.91,36.94,18.1,49,18.6,50
SC,2012,3,"2,201","1,773",97,9,12,198,36.01,36.02,18.2,49,18.2,49
SC,2012,4,"2,187","1,797",97,8.4,10,183,31.66,31.66,17.3,50,17.3,50
SC,2013,1,"2,185","1,774",99,8.4,18,184,32.27,32.27,17.5,50,17.5,50
SC,2013,2,"2,215","1,823",99,7.5,20,166,27.59,27.59,16.6,48,16.6,48
SC,2013,3,"2,212","1,817",99,7.4,19,163,29.33,29.34,18,45,18,45
SC,2013,4,"2,180","1,841",100,6.4,24,140,26.86,26.86,19.2,46,19.2,46
SC,2014,1,"2,188","1,820",101,6.2,35,136,27.43,27.43,20.1,45,20.1,45
SC,2014,2,"2,223","1,875",101,5.8,27,128,17.37,17.37,13.6,51,13.6,51
SC,2014,3,"2,241","1,864",102,6.7,17,151,19.17,19.17,12.7,52,12.7,52
SC,2014,4,"2,238","1,895",103,6.4,9,143,17.83,17.83,12.5,53,12.5,53
