State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
SD,2009,1,436,371,25,5,51,22,7.16,7.16,33,47,33,47
SD,2009,2,446,382,26,4.6,52,21,6.04,6.04,29.2,53,29.2,53
SD,2009,3,446,382,26,4.2,52,19,4.85,4.85,25.7,53,25.7,53
SD,2009,4,438,376,26,4.4,52,19,5.01,5.01,25.8,51,25.8,53
SD,2010,1,436,364,26,5.5,51,24,7.57,7.57,31.6,37,31.6,37
SD,2010,2,447,381,26,4.9,51,22,4.17,4.17,19,53,19,53
SD,2010,3,449,383,25,4.6,51,20,3.23,3.23,15.8,53,15.8,53
SD,2010,4,443,381,25,4.7,51,21,3.46,3.46,16.6,53,16.6,53
SD,2011,1,441,369,26,5.6,51,25,5.98,5.98,24.2,43,24.2,50
SD,2011,2,448,386,26,4.6,51,20,3.27,3.27,16,53,16,53
SD,2011,3,449,388,26,4.2,52,19,2.47,2.47,13.2,53,13.2,53
SD,2011,4,445,386,26,4.1,51,18,2.71,2.71,15,53,15,53
SD,2012,1,441,376,26,4.7,51,21,4.78,4.78,22.8,44,22.8,47
SD,2012,2,450,394,26,4,51,18,2.42,2.42,13.6,53,13.6,53
SD,2012,3,450,394,26,3.8,52,17,2.07,2.07,12.1,53,12.1,53
SD,2012,4,446,391,26,3.7,51,17,2.4,2.4,14.5,53,14.5,53
SD,2013,1,442,381,26,4.4,51,20,4.3,4.3,21.9,42,21.9,42
SD,2013,2,451,397,26,3.7,51,17,2.24,2.24,13.5,53,13.5,53
SD,2013,3,451,399,26,3.4,52,15,1.71,1.71,11.1,53,11.1,53
SD,2013,4,445,397,26,3.4,51,15,2.06,2.06,13.7,53,13.7,53
SD,2014,1,445,388,26,4,51,18,3.76,3.76,21.3,43,21.3,43
SD,2014,2,453,404,26,3.2,51,15,1.77,1.77,12,53,12,53
SD,2014,3,454,405,26,3,52,14,1.37,1.37,9.9,53,9.9,53
SD,2014,4,451,402,27,3.1,51,14,1.94,1.94,13.9,49,13.9,49
TN,2009,1,"3,033","2,535",116,9.7,14,295,114.29,114.29,38.7,39,38.7,39
TN,2009,2,"3,033","2,524",115,10.2,13,309,111.06,111.07,36,43,36,45
TN,2009,3,"3,036","2,482",114,10.5,13,318,92.64,108.64,29.2,50,34.2,46
TN,2009,4,"3,029","2,520",113,10.2,17,309,74.39,94.49,24.1,53,30.6,45
TN,2010,1,"3,043","2,465",112,10.8,17,329,83.6,93.69,25.4,47,28.4,43
TN,2010,2,"3,108","2,519",112,9.6,19,299,65.88,75.59,22,49,25.3,47
TN,2010,3,"3,117","2,496",112,9.5,22,297,62.9,85.32,21.2,50,28.8,40
TN,2010,4,"3,104","2,545",112,9.4,18,291,58.27,78.76,20,50,27.1,43
TN,2011,1,"3,106","2,502",112,9.8,17,305,66.87,84.14,21.9,48,27.6,43
TN,2011,2,"3,133","2,561",112,9.2,19,288,49.07,59.63,17,52,20.7,49
TN,2011,3,"3,127","2,550",112,9.2,19,287,49.94,61.58,17.4,51,21.4,49
TN,2011,4,"3,104","2,598",112,8.2,21,256,46.21,58.81,18.1,51,23,47
TN,2012,1,"3,078","2,561",113,8.4,25,258,51.8,62.21,20,49,24.1,45
TN,2012,2,"3,104","2,613",113,7.9,23,246,36.36,37.91,14.8,52,15.4,52
TN,2012,3,"3,098","2,594",113,8,22,249,34.4,34.4,13.8,52,13.8,52
TN,2012,4,"3,105","2,650",114,7.5,21,233,43.65,43.66,18.7,48,18.7,48
TN,2013,1,"3,081","2,605",114,8.3,19,255,47.44,47.44,18.6,49,18.6,49
TN,2013,2,"3,102","2,651",114,7.8,15,243,40.79,40.8,16.8,47,16.8,47
TN,2013,3,"3,082","2,635",115,7.8,15,241,40.62,40.62,16.8,48,16.8,49
TN,2013,4,"3,051","2,695",115,7.1,14,216,34.08,34.08,15.8,49,15.8,49
TN,2014,1,"3,032","2,647",114,7,21,213,38.08,38.08,17.9,50,17.9,50
TN,2014,2,"3,044","2,703",115,6.5,16,198,29.51,29.51,14.9,49,14.9,49
TN,2014,3,"3,045","2,697",115,6.9,12,209,31.15,31.15,14.9,48,14.9,48
TN,2014,4,"3,054","2,759",117,6,15,184,26.5,26.5,14.4,48,14.4,48
TX,2009,1,"11,751","10,038",453,6.5,41,763,219.36,219.37,28.8,52,28.8,52
TX,2009,2,"11,924","9,989",455,7.2,38,863,289.58,289.59,33.5,49,33.5,49
TX,2009,3,"12,064","9,850",449,8.4,28,"1,015",294.48,324.83,29,51,32,50
TX,2009,4,"12,038","9,930",450,8,33,963,256.65,304.1,26.7,48,31.6,44
TX,2010,1,"12,109","9,828",454,8.4,39,"1,021",241.61,263.12,23.7,53,25.8,50
TX,2010,2,"12,272","9,984",457,8.1,32,992,217.77,244.5,22,49,24.7,49
TX,2010,3,"12,312","9,961",452,8.2,29,"1,015",219.94,267.35,21.7,48,26.3,47
TX,2010,4,"12,347","10,118",454,8,29,991,198.63,258.98,20,50,26.1,47
TX,2011,1,"12,373","10,038",460,8.2,34,"1,020",190.96,242.55,18.7,53,23.8,51
TX,2011,2,"12,490","10,232",464,8.1,26,"1,016",177.39,222.05,17.5,50,21.9,47
TX,2011,3,"12,567","10,230",460,8.4,24,"1,056",187.73,228.56,17.8,50,21.7,47
TX,2011,4,"12,569","10,364",463,7.3,29,912,178,216.28,19.5,50,23.7,45
TX,2012,1,"12,539","10,319",470,7,38,879,172.95,196.97,19.7,51,22.4,48
TX,2012,2,"12,636","10,526",474,6.7,38,848,161.4,177.37,19,48,20.9,44
TX,2012,3,"12,674","10,524",471,6.8,34,866,178.38,178.39,20.6,41,20.6,42
TX,2012,4,"12,709","10,714",473,6.2,38,784,163.58,163.58,20.9,44,20.9,44
TX,2013,1,"12,726","10,645",480,6.7,38,847,162.36,162.37,19.2,47,19.2,47
TX,2013,2,"12,845","10,833",485,6.4,39,823,161.82,161.83,19.7,43,19.7,43
TX,2013,3,"12,887","10,847",483,6.4,34,830,173.48,173.48,20.9,39,20.9,39
TX,2013,4,"12,870","11,016",486,5.7,37,739,159.87,159.88,21.6,38,21.6,38
TX,2014,1,"12,931","10,953",493,5.7,39,735,161.73,161.73,22,41,22,41
TX,2014,2,"13,004","11,172",498,5.1,38,669,153.31,153.31,22.9,35,22.9,35
TX,2014,3,"13,043","11,195",495,5.4,35,701,154.21,154.21,22,30,22,30
TX,2014,4,"13,047","11,423",499,4.5,37,588,134.53,134.53,22.9,34,22.9,34
UT,2009,1,"1,383","1,129",70,6.8,40,94,38.27,38.27,40.6,36,40.6,36
UT,2009,2,"1,379","1,125",69,7.1,40,98,38.71,38.71,39.7,35,39.7,37
UT,2009,3,"1,375","1,112",69,7.6,38,104,32.88,32.88,31.6,43,31.6,51
UT,2009,4,"1,358","1,119",70,7.6,35,103,31.49,31.49,30.6,37,30.6,45
UT,2010,1,"1,348","1,092",67,8.3,41,113,36.66,36.66,32.6,33,32.6,36
UT,2010,2,"1,353","1,114",68,7.9,36,107,28.18,28.18,26.3,39,26.3,45
UT,2010,3,"1,354","1,115",68,7.9,34,107,23.33,23.33,21.8,47,21.8,52
UT,2010,4,"1,346","1,130",68,7.6,33,102,23.14,23.14,22.7,44,22.7,51
UT,2011,1,"1,339","1,114",67,8,36,108,28.31,28.31,26.3,37,26.3,46
UT,2011,2,"1,344","1,140",67,7.7,33,104,21.2,21.2,20.5,46,20.5,52
UT,2011,3,"1,345","1,146",68,7,39,94,17.94,17.94,19,47,19,51
UT,2011,4,"1,337","1,163",69,5.5,46,73,18.72,18.72,25.7,31,25.7,41
UT,2012,1,"1,329","1,149",68,5.2,50,69,23.43,23.43,33.7,26,33.7,30
UT,2012,2,"1,342","1,181",69,4.8,50,65,15.85,15.85,24.5,33,24.5,35
UT,2012,3,"1,357","1,185",70,4.8,49,64,13.69,13.69,21.2,38,21.2,38
UT,2012,4,"1,366","1,208",71,4.3,49,59,15.86,15.86,26.9,28,26.9,28
UT,2013,1,"1,367","1,191",70,4.7,50,64,20.3,20.3,31.5,25,31.5,25
UT,2013,2,"1,383","1,219",70,4.3,50,59,14.28,14.28,24,31,24,31
UT,2013,3,"1,397","1,223",71,4.2,49,58,12.84,12.84,22,34,22,34
UT,2013,4,"1,397","1,246",72,3.7,50,51,15.05,15.05,29.4,25,29.4,25
UT,2014,1,"1,403","1,230",72,4.1,50,57,18.05,18.05,31.7,28,31.7,28
UT,2014,2,"1,409","1,255",72,3.5,50,50,12.01,12.01,24.2,33,24.2,33
UT,2014,3,"1,422","1,260",73,3.7,49,52,10.23,10.23,19.6,39,19.6,39
UT,2014,4,"1,430","1,285",74,3.3,50,47,10.79,10.79,22.9,34,22.9,34
VA,2009,1,"4,119","3,376",190,6.5,41,268,89.62,89.62,33.4,45,33.4,45
VA,2009,2,"4,162","3,402",190,6.7,46,278,93.02,93.02,33.4,50,33.4,50
VA,2009,3,"4,153","3,360",189,7,43,291,84.39,84.59,29,51,29.1,52
VA,2009,4,"4,110","3,380",189,7.2,40,294,73.61,84.52,25,52,28.7,52
VA,2010,1,"4,127","3,294",189,8,42,332,80.27,82.5,24.2,51,24.9,52
VA,2010,2,"4,184","3,389",190,7.3,41,304,64.2,68.27,21.1,52,22.5,52
VA,2010,3,"4,187","3,368",190,7.2,40,301,60.12,66.98,19.9,52,22.2,51
VA,2010,4,"4,155","3,402",190,6.8,42,282,56.11,62.4,19.9,52,22.1,52
VA,2011,1,"4,171","3,344",191,6.9,45,288,64.12,70.3,22.2,47,24.4,49
VA,2011,2,"4,214","3,424",191,6.4,44,271,52.71,56.12,19.4,49,20.7,49
VA,2011,3,"4,227","3,417",191,6.7,42,284,51.99,52.02,18.3,49,18.3,52
VA,2011,4,"4,209","3,444",192,6.2,41,261,51.12,51.13,19.6,49,19.6,51
VA,2012,1,"4,201","3,391",194,6.4,43,270,58.44,58.45,21.7,46,21.7,50
VA,2012,2,"4,231","3,461",195,5.9,41,251,49.48,49.49,19.7,46,19.7,48
VA,2012,3,"4,224","3,449",196,6,40,253,49.35,49.36,19.5,47,19.5,47
VA,2012,4,"4,214","3,483",197,5.4,40,228,46.59,46.6,20.4,46,20.4,46
VA,2013,1,"4,213","3,423",199,5.9,43,248,54.21,54.21,21.9,42,21.9,42
VA,2013,2,"4,259","3,490",201,5.6,40,237,46.25,46.25,19.5,45,19.5,45
VA,2013,3,"4,260","3,469",199,5.6,40,241,45.79,45.79,19,44,19,44
VA,2013,4,"4,222","3,493",199,5.2,40,220,43.53,43.53,19.8,44,19.8,44
VA,2014,1,"4,251","3,423",201,5.6,40,237,50.02,50.02,21.1,44,21.1,44
VA,2014,2,"4,288","3,510",203,5.1,38,217,40.06,40.06,18.4,46,18.4,46
VA,2014,3,"4,269","3,489",203,5.2,36,223,37.5,37.51,16.8,46,16.8,46
VA,2014,4,"4,227","3,518",205,4.6,36,195,35.68,35.69,18.3,43,18.3,43
VI,2009,1,,44,3,NA,1,,1.12,1.12,NA,1,NA,1
VI,2009,2,,43,3,NA,1,,1.43,1.43,NA,1,NA,1
VI,2009,3,,42,3,NA,1,,1.7,1.7,NA,1,NA,1
VI,2009,4,,42,3,NA,1,,1.46,1.46,NA,1,NA,1
VI,2010,1,,44,3,NA,1,,1.01,1.01,NA,1,NA,1
VI,2010,2,,43,4,NA,1,,0.91,0.91,NA,1,NA,1
VI,2010,3,,43,4,NA,1,,1,1,NA,1,NA,1
VI,2010,4,,44,4,NA,1,,1.08,1.08,NA,1,NA,1
VI,2011,1,,44,4,NA,1,,0.93,0.93,NA,1,NA,1
VI,2011,2,,43,4,NA,1,,1.2,1.2,NA,1,NA,1
VI,2011,3,,42,3,NA,1,,1.36,1.36,NA,1,NA,1
VI,2011,4,,42,3,NA,1,,1.25,1.25,NA,1,NA,1
VI,2012,1,,42,3,NA,1,,1.06,1.06,NA,1,NA,1
VI,2012,2,,40,3,NA,1,,1.27,1.27,NA,1,NA,1
VI,2012,3,,38,3,NA,1,,2.15,2.15,NA,1,NA,1
VI,2012,4,,38,3,NA,1,,2.16,2.16,NA,1,NA,1
VI,2013,1,,39,3,NA,1,,1.32,1.32,NA,1,NA,1
VI,2013,2,,38,3,NA,1,,1.03,1.03,NA,1,NA,1
VI,2013,3,,37,3,NA,1,,1.17,1.17,NA,1,NA,1
VI,2013,4,,37,3,NA,1,,1.25,1.25,NA,1,NA,1
VI,2014,1,,37,3,NA,1,,0.86,0.86,NA,1,NA,1
VI,2014,2,,37,3,NA,1,,0.87,0.87,NA,1,NA,1
VI,2014,3,,37,3,NA,1,,0.86,0.86,NA,1,NA,1
VI,2014,4,,37,4,NA,1,,0.95,0.95,NA,1,NA,1
VT,2009,1,357,287,22,6.4,43,23,16.76,16.76,73.2,2,73.2,2
VT,2009,2,360,285,22,6.2,49,22,15.56,15.76,69.8,3,70.7,3
VT,2009,3,362,283,22,6.1,49,22,11.43,11.94,52.2,6,54.5,10
VT,2009,4,358,289,22,6.1,50,22,11,11.4,50.1,7,51.9,8
VT,2010,1,358,283,22,7.3,45,26,14.8,14.93,56.9,4,57.4,4
VT,2010,2,360,282,21,6.4,48,23,11.41,11.99,49.6,4,52.1,3
VT,2010,3,362,285,22,5.9,47,22,8.44,8.65,39.2,7,40.2,13
VT,2010,4,358,292,22,5.7,48,21,8.88,8.88,43.1,6,43.2,12
VT,2011,1,358,286,21,6.4,48,23,12.46,12.46,54.1,3,54.1,5
VT,2011,2,358,287,21,5.8,47,21,9.16,9.16,44.4,4,44.4,5
VT,2011,3,359,287,21,5.3,50,19,6.59,6.59,34.5,6,34.5,13
VT,2011,4,356,294,21,4.7,50,17,6.45,6.45,38.4,7,38.4,14
VT,2012,1,354,290,22,5.4,48,19,9.81,9.81,51.6,4,51.6,6
VT,2012,2,354,290,22,4.9,48,17,7.4,7.4,42.8,3,42.8,4
VT,2012,3,356,293,22,4.7,50,17,5.72,5.72,33.9,9,33.9,9
VT,2012,4,352,297,22,4.3,49,15,6.32,6.32,42.1,6,42.1,6
VT,2013,1,350,292,22,5,48,18,9.04,9.04,51.6,4,51.6,4
VT,2013,2,351,294,21,4.6,49,16,6.69,6.69,41.6,3,41.6,3
VT,2013,3,352,293,22,4.3,48,15,5.02,5.02,33.5,8,33.5,8
VT,2013,4,348,300,22,3.8,49,13,5.66,5.66,42.3,5,42.3,5
VT,2014,1,348,295,22,4.5,48,16,8.4,8.4,53.9,4,53.9,4
VT,2014,2,348,297,22,4,48,14,5.85,5.85,42.4,4,42.4,4
VT,2014,3,351,298,22,4,46,14,4.25,4.25,30.2,12,30.2,12
VT,2014,4,348,302,22,3.6,48,12,5.25,5.25,42.5,8,42.5,8
WA,2009,1,"3,473","2,748",199,8,30,277,144.74,144.79,52.3,16,52.3,17
WA,2009,2,"3,461","2,775",199,7.9,35,274,146.49,151.23,53.4,15,55.1,14
WA,2009,3,"3,473","2,797",201,8.4,28,290,133.55,144.76,46,15,49.9,14
WA,2009,4,"3,448","2,734",206,8.9,23,307,139.55,146.01,45.5,12,47.6,14
WA,2010,1,"3,454","2,663",210,10.1,25,347,146.44,147.4,42.1,20,42.4,20
WA,2010,2,"3,464","2,734",211,8.9,25,307,113.86,126.2,37.1,19,41.1,16
WA,2010,3,"3,463","2,780",209,8.8,25,304,90.69,110.98,29.9,26,36.6,24
WA,2010,4,"3,452","2,755",213,8.9,25,307,95.9,116.32,31.2,26,37.9,20
WA,2011,1,"3,440","2,698",214,9.5,23,328,106.87,125.13,32.6,28,38.2,23
WA,2011,2,"3,435","2,766",207,8.5,25,291,86.46,103.08,29.7,23,35.5,17
WA,2011,3,"3,442","2,833",210,8.2,27,282,75.66,90.48,26.9,23,32.1,16
WA,2011,4,"3,434","2,796",211,8,24,274,85.9,98.8,31.4,21,36.1,18
WA,2012,1,"3,462","2,737",213,8.6,22,297,102.08,113.06,34.4,23,38.1,19
WA,2012,2,"3,473","2,821",215,7.7,24,268,78.63,81.68,29.3,22,30.4,21
WA,2012,3,"3,476","2,878",217,7.4,25,259,69.12,69.14,26.7,23,26.7,23
WA,2012,4,"3,464","2,853",219,6.9,25,237,76.92,76.93,32.4,22,32.4,23
WA,2013,1,"3,449","2,801",222,7.4,33,255,84.32,84.32,33,21,33.1,21
WA,2013,2,"3,453","2,889",225,6.5,37,224,69.13,69.13,30.9,19,30.9,19
WA,2013,3,"3,474","2,944",228,6.4,34,222,61.26,61.26,27.6,22,27.6,22
WA,2013,4,"3,467","2,922",230,6.3,27,218,68.51,68.51,31.4,22,31.4,22
WA,2014,1,"3,473","2,879",211,6.7,29,234,78.82,78.83,33.7,23,33.7,23
WA,2014,2,"3,469","2,966",215,5.6,32,195,59.53,59.53,30.5,20,30.5,20
WA,2014,3,"3,512","3,035",220,5.7,31,201,50,50,24.9,26,24.9,26
WA,2014,4,"3,527","3,009",221,5.6,23,199,58.53,58.53,29.4,24,29.4,24
,,,,,,,,,,,,,,
