Year,State,Region,Average WBA,Maximum WBA,Minimum WBA,Average Weekly Wage,Indexer,Non-indexer,Recipiency Rate,Replacement Ratio 1,Replacement Ratio 2,National CPI-U,Regional CPI-U,"Real Average WBA (base 2004, region)","Real Maximum WBA (base 2004, region)","Real Average WBA (base 2004, nation)","Real Maximum WBA (base 2004, nation)","Real Average WBA (base 2024, region)","Real Maximum WBA (base 2024, region)","Real Average WBA (base 2024, nation)","Real Maximum WBA (base 2024, nation)"
2006,KY,South,283.51,365.0,39.0,583.8,True,False,0.26338806822635,0.525,0.486,201.6,194.7,264.73,340.82,265.65,342.01,444.39,572.13,441.14,567.94
2006,LA,South,200.69,258.0,10.0,592.13,True,False,0.31958706752667,0.436,0.339,201.6,194.7,187.39,240.91,188.05,241.75,314.58,404.41,312.27,401.45
2006,MA,Northeast,356.89,528.0,29.0,818.93,True,False,0.4911550170155,0.47,0.436,201.6,215.0,332.32,491.65,334.41,494.74,538.48,796.66,555.32,821.57
2006,MD,South,275.38,340.0,25.0,685.22,False,True,0.27072120177003,0.462,0.402,201.6,194.7,257.13,317.47,258.03,318.58,431.65,532.94,428.49,529.04
2006,ME,Northeast,248.38,313.0,54.0,546.2,True,False,0.30166590460254,0.49,0.455,201.6,215.0,231.28,291.45,232.73,293.28,374.76,472.26,386.48,487.03
2006,MI,Midwest,288.94,362.0,81.0,656.32,False,True,0.4184127075068,0.484,0.44,201.6,193.0,273.37,342.49,270.74,339.2,434.71,544.63,449.59,563.27
2006,MN,Midwest,332.88,515.0,38.0,710.32,True,False,0.3927532002135,0.5,0.469,201.6,193.0,314.94,487.25,311.91,482.56,500.82,774.82,517.96,801.34
2006,MO,Midwest,214.15,270.0,48.0,600.47,False,True,0.31193273992688,0.416,0.357,201.6,193.0,202.61,255.45,200.66,252.99,322.19,406.22,333.22,420.12
2006,MS,South,182.4,210.0,30.0,505.03,False,True,0.27231795942699,0.482,0.361,201.6,194.7,170.31,196.09,170.91,196.77,285.91,329.17,283.81,326.76
2006,MT,West,242.54,346.0,98.0,525.45,True,False,0.4290428373741,0.467,0.462,201.6,205.7,227.57,324.64,227.26,324.2,392.57,560.03,377.39,538.37
2006,NC,South,259.35,442.0,36.0,604.18,True,False,0.32846942762919,0.466,0.429,201.6,194.7,242.17,412.71,243.01,414.16,406.52,692.82,403.55,687.75
2006,ND,Midwest,261.25,340.0,43.0,627.06,True,False,0.30501299387796,0.471,0.417,201.6,193.0,247.17,321.68,244.79,318.58,393.05,511.53,406.5,529.04
2006,NE,Midwest,227.58,288.0,30.0,532.61,False,False,0.35324219284103,0.472,0.427,201.6,193.0,215.32,272.48,213.24,269.86,342.4,433.3,354.11,448.13
2006,NH,Northeast,260.86,372.0,32.0,724.5,False,True,0.26530546144727,0.396,0.36,201.6,215.0,242.9,346.39,244.43,348.57,393.59,561.28,405.9,578.83
2006,NJ,Northeast,342.33,521.0,73.0,742.78,True,False,0.52997733574976,0.508,0.461,201.6,215.0,318.76,485.14,320.76,488.18,516.52,786.1,532.66,810.67
2006,NM,West,231.15,312.0,62.0,516.01,True,False,0.27008780176793,0.512,0.448,201.6,205.7,216.88,292.74,216.59,292.35,374.14,505.0,359.67,485.47
2006,NV,West,290.46,346.0,16.0,685.18,True,False,0.35897902104594,0.497,0.424,201.6,205.7,272.53,324.64,272.16,324.2,470.14,560.03,451.95,538.37
2006,NY,Northeast,296.33,405.0,40.0,817.7,False,True,0.41410413077739,0.423,0.362,201.6,215.0,275.93,377.12,277.66,379.49,447.11,611.07,461.09,630.18
2006,OH,Midwest,264.19,343.0,96.0,635.98,True,False,0.30581505659579,0.441,0.415,201.6,193.0,249.95,324.52,247.55,321.39,397.48,516.05,411.08,533.71
2006,OK,South,240.9,317.0,16.0,524.25,True,False,0.21611285093499,0.503,0.46,201.6,194.7,224.94,296.0,225.72,297.03,377.6,496.89,374.84,493.25
2006,OR,West,276.23,434.0,101.0,625.32,True,False,0.40422613139997,0.472,0.442,201.6,205.7,259.18,407.2,258.83,406.66,447.1,702.47,429.81,675.3
2006,PA,Northeast,311.67,497.0,35.0,671.29,True,False,0.55351311100496,0.532,0.464,201.6,215.0,290.22,462.79,292.04,465.69,470.25,749.89,484.96,773.33
2006,PR,Northeast,110.88,133.0,7.0,331.81,True,False,0.26967030683498,0.361,0.334,201.6,215.0,103.25,123.84,103.9,124.62,167.3,200.67,172.53,206.95
2006,RI,Northeast,340.45,477.0,62.0,760.13,True,False,0.40232096876336,0.492,0.448,201.6,215.0,317.01,444.16,319.0,446.95,513.68,719.71,529.74,742.21
2006,SC,South,225.05,303.0,20.0,516.41,True,False,0.25110801089628,0.48,0.436,201.6,194.7,210.14,282.92,210.87,283.91,352.76,474.94,350.18,471.47
2006,SD,Midwest,229.31,266.0,28.0,514.0,True,False,0.17149504500868,0.487,0.446,201.6,193.0,216.95,251.67,214.86,249.24,345.0,400.2,356.81,413.9
2006,TN,South,217.81,275.0,30.0,659.59,False,True,0.25387299966811,0.405,0.33,201.6,194.7,203.38,256.78,204.09,257.68,341.41,431.06,338.91,427.9
2006,TX,South,276.84,336.0,55.0,736.25,False,False,0.18599678765827,0.439,0.376,201.6,194.7,258.5,313.74,259.4,314.83,433.94,526.67,430.76,522.82
2006,UT,West,280.2,383.0,25.0,623.9,True,False,0.21472170504117,0.487,0.449,201.6,205.7,262.9,359.35,262.55,358.87,453.53,619.92,435.99,595.95
2006,VA,South,258.98,330.0,54.0,727.62,False,True,0.23162766262474,0.418,0.356,201.6,194.7,241.82,308.14,242.67,309.21,405.94,517.27,402.97,513.48
2006,VT,Northeast,272.89,385.0,57.0,600.33,True,False,0.49171635845098,0.485,0.455,201.6,215.0,254.11,358.5,255.7,360.75,411.74,580.9,424.62,599.06
2006,WA,West,327.33,496.0,112.0,724.28,True,False,0.31372010386485,0.488,0.452,201.6,205.7,307.12,465.38,306.71,464.75,529.81,802.82,509.32,771.77
2006,WI,Midwest,257.74,341.0,51.0,594.81,False,True,0.50043243831869,0.474,0.433,201.6,193.0,243.85,322.62,241.5,319.52,387.77,513.04,401.04,530.59
2006,WV,South,238.39,380.0,24.0,572.94,True,False,0.310684504027,0.432,0.416,201.6,194.7,222.6,354.82,223.37,356.06,373.67,595.64,370.93,591.28
2006,WY,West,259.02,330.0,24.0,558.84,True,False,0.2688182646202,0.493,0.464,201.6,205.7,243.03,309.63,242.7,309.21,419.25,534.14,403.03,513.48
2007,AK,West,177.67,248.0,44.0,674.02,False,True,0.47908050534138,0.305,0.264,207.342,212.23,161.57,225.53,161.87,225.94,278.73,389.06,268.8,375.2
2007,AL,South,190.95,230.0,45.0,521.35,False,True,0.315676534697,0.41,0.366,207.342,200.361,173.26,208.69,173.97,209.54,290.85,350.33,288.89,347.97
2007,AR,South,260.47,395.0,71.0,504.69,True,False,0.40892920995652,0.537,0.516,207.342,200.361,236.34,358.41,237.3,359.87,396.74,601.66,394.07,597.6
2007,AZ,West,215.13,240.0,60.0,588.65,False,True,0.26508566503552,0.443,0.365,207.342,212.23,195.64,218.25,196.0,218.65,337.49,376.51,325.47,363.1
2007,CA,West,308.7,450.0,40.0,748.47,False,True,0.39162306519665,0.49,0.412,207.342,212.23,280.73,409.23,281.24,409.97,484.29,705.96,467.03,680.81
2007,CO,West,337.14,435.0,25.0,775.0,True,False,0.23057634703749,0.491,0.435,207.342,212.23,306.59,395.58,307.15,396.31,528.9,682.43,510.06,658.11
2007,CT,Northeast,300.12,483.0,15.0,889.83,True,False,0.46815044558569,0.363,0.337,207.342,220.512,272.48,438.51,273.43,440.04,441.51,710.55,454.05,730.73
2007,DC,South,288.45,359.0,50.0,776.65,True,False,0.22492085047253,0.442,0.371,207.342,200.361,261.73,325.74,262.79,327.07,439.36,546.82,436.4,543.13
2007,DE,South,253.24,330.0,20.0,637.8,False,True,0.53769763392612,0.444,0.397,207.342,200.361,229.78,299.43,230.72,300.65,385.73,502.65,383.13,499.26
2007,FL,South,239.13,275.0,32.0,768.94,False,True,0.36798155672388,0.375,0.311,207.342,200.361,216.98,249.52,217.86,250.54,364.24,418.88,361.78,416.05
2007,GA,South,266.62,320.0,42.0,614.08,False,True,0.24006966397789,0.492,0.434,207.342,200.361,241.92,290.36,242.91,291.54,406.11,487.42,403.37,484.13
2007,HI,West,387.67,475.0,5.0,778.77,True,False,0.38894383824994,0.567,0.498,207.342,212.23,352.54,431.96,353.19,432.75,608.17,745.18,586.51,718.63
2007,IA,Midwest,279.19,334.0,50.0,572.77,True,False,0.40020413580896,0.529,0.487,207.342,198.123,257.32,307.83,254.36,304.29,409.18,489.51,422.39,505.31
2007,ID,West,256.18,338.0,51.0,559.68,True,False,0.53466034658822,0.493,0.458,207.342,212.23,232.97,307.37,233.39,307.94,401.89,530.25,387.58,511.36
2007,IL,Midwest,268.98,367.0,51.0,739.29,True,False,0.3905218150223,0.407,0.364,207.342,198.123,247.91,338.25,245.06,334.36,394.22,537.88,406.94,555.24
2007,IN,Midwest,306.45,390.0,50.0,609.64,False,True,0.37635912995245,0.546,0.503,207.342,198.123,282.44,359.44,279.19,355.31,449.13,571.59,463.63,590.03
2007,KS,Midwest,304.65,386.0,96.0,732.67,True,False,0.27820301694506,0.522,0.416,207.342,198.123,280.78,355.76,277.55,351.67,446.5,565.72,460.91,583.98
2007,KY,South,296.91,401.0,39.0,580.5,True,False,0.2830522646399,0.538,0.511,207.342,200.361,269.4,363.85,270.5,365.33,452.25,610.8,449.2,606.68
2007,LA,South,207.71,258.0,10.0,814.31,True,False,0.24612940618193,0.414,0.255,207.342,200.361,188.47,234.1,189.24,235.05,316.38,392.98,314.25,390.33
2007,MA,Northeast,366.93,575.0,31.0,849.34,True,False,0.52513043863683,0.467,0.432,207.342,220.512,333.13,522.04,334.29,523.86,539.79,845.89,555.13,869.92
2007,MD,South,279.18,340.0,25.0,711.14,False,True,0.33075170268312,0.453,0.393,207.342,200.361,253.32,308.5,254.35,309.76,425.24,517.88,422.37,514.39
2007,ME,Northeast,256.24,320.0,56.0,594.69,True,False,0.31914336667016,0.464,0.431,207.342,220.512,232.64,290.52,233.45,291.54,376.96,470.75,387.67,484.13
2007,MI,Midwest,292.37,362.0,110.0,660.51,False,True,0.39724156321599,0.49,0.443,207.342,198.123,269.46,333.64,266.37,329.8,428.5,530.55,442.33,547.67
2007,MN,Midwest,340.18,521.0,38.0,760.2,True,False,0.38516548838944,0.482,0.447,207.342,198.123,313.53,480.18,309.92,474.66,498.57,763.58,514.66,788.22
2007,MO,Midwest,227.3,280.0,56.0,642.77,False,True,0.30202689793678,0.427,0.354,207.342,198.123,209.49,258.06,207.08,255.1,333.13,410.37,343.88,423.61
2007,MS,South,178.56,210.0,30.0,561.73,False,True,0.24569786548892,0.437,0.318,207.342,200.361,162.02,190.55,162.68,191.32,271.98,319.87,270.14,317.71
2007,MT,West,253.02,362.0,103.0,581.08,True,False,0.42694257331171,0.453,0.435,207.342,212.23,230.09,329.2,230.52,329.8,396.94,567.9,382.8,547.67
2007,NC,South,264.53,457.0,39.0,575.22,True,False,0.33523277241594,0.489,0.46,207.342,200.361,240.02,414.66,241.0,416.35,402.93,696.1,400.21,691.4
2007,ND,Midwest,272.58,351.0,43.0,597.82,True,False,0.31420435991313,0.476,0.456,207.342,198.123,251.22,323.5,248.34,319.78,399.49,514.43,412.39,531.03
2007,NE,Midwest,228.82,288.0,30.0,518.33,False,False,0.33996955667041,0.47,0.441,207.342,198.123,210.89,265.44,208.47,262.38,335.36,422.09,346.18,435.72
2007,NH,Northeast,265.65,372.0,32.0,717.85,False,True,0.29007338721711,0.415,0.37,207.342,220.512,241.18,337.73,242.02,338.91,390.8,547.25,401.9,562.8
2007,NJ,Northeast,358.77,536.0,73.0,777.06,True,False,0.6078529018427,0.512,0.462,207.342,220.512,325.72,486.63,326.86,488.33,527.79,788.51,542.79,810.92
2007,NM,West,252.88,326.0,65.0,586.4,True,False,0.34480161462331,0.492,0.431,207.342,212.23,229.97,296.46,230.39,297.0,396.72,511.43,382.58,493.21
2007,NV,West,301.98,362.0,16.0,663.38,True,False,0.40471370559039,0.514,0.455,207.342,212.23,274.62,329.2,275.12,329.8,473.74,567.9,456.87,547.67
2007,NY,Northeast,296.37,405.0,40.0,806.63,False,True,0.41194303871013,0.438,0.367,207.342,220.512,269.07,367.69,270.01,368.98,435.99,595.8,448.38,612.73
2007,OH,Midwest,266.52,355.0,100.0,663.27,True,False,0.2920749507487,0.435,0.402,207.342,198.123,245.64,327.19,242.81,323.42,390.61,520.29,403.22,537.08
2007,OK,South,255.75,342.0,16.0,543.26,True,False,0.21101677422133,0.517,0.471,207.342,200.361,232.06,310.32,233.0,311.58,389.55,520.93,386.93,517.41
2007,OR,West,294.81,445.0,104.0,645.79,True,False,0.44320300482212,0.491,0.457,207.342,212.23,268.1,404.68,268.59,405.42,462.5,698.11,446.02,673.24
2007,PA,Northeast,323.89,520.0,35.0,693.26,True,False,0.5680564861001,0.554,0.467,207.342,220.512,294.06,472.1,295.08,473.75,476.48,764.98,490.02,786.71
2007,PR,Northeast,110.38,133.0,7.0,356.13,True,False,0.26262744538197,0.341,0.31,207.342,220.512,100.21,120.75,100.56,121.17,162.38,195.66,166.99,201.22
2007,RI,Northeast,350.29,492.0,65.0,790.23,True,False,0.46183620017719,0.486,0.443,207.342,220.512,318.02,446.68,319.13,448.24,515.31,723.79,529.96,744.35
2007,SC,South,228.22,303.0,20.0,533.15,True,False,0.29567413442914,0.475,0.428,207.342,200.361,207.08,274.93,207.92,276.05,347.62,461.53,345.28,458.41
2007,SD,Midwest,240.71,274.0,28.0,542.59,True,False,0.17038723171018,0.471,0.444,207.342,198.123,221.85,252.53,219.3,249.63,352.79,401.58,364.17,414.54
2007,TN,South,221.95,275.0,30.0,606.26,False,True,0.28942983422878,0.397,0.366,207.342,200.361,201.39,249.52,202.21,250.54,338.07,418.88,335.79,416.05
2007,TX,South,293.0,364.0,56.0,700.93,False,False,0.18790327535761,0.49,0.418,207.342,200.361,265.86,330.28,266.94,331.62,446.29,554.44,443.28,550.7
2007,UT,West,299.45,406.0,26.0,654.02,True,False,0.2271404591736,0.49,0.458,207.342,212.23,272.32,369.21,272.82,369.89,469.78,636.93,453.04,614.24
2007,VA,South,273.83,347.0,54.0,687.9,False,True,0.24149031280745,0.449,0.398,207.342,200.361,248.46,314.85,249.47,316.14,417.09,528.55,414.28,524.98
2007,VT,Northeast,282.11,394.0,59.0,580.32,True,False,0.47333106446088,0.511,0.486,207.342,220.512,256.12,357.71,257.02,358.96,415.01,579.62,426.81,596.09
2007,WA,West,335.13,496.0,116.0,761.64,True,False,0.31397979764573,0.481,0.44,207.342,212.23,304.76,451.06,305.32,451.88,525.75,778.12,507.02,750.4
2007,WI,Midwest,273.11,355.0,53.0,615.26,False,True,0.51023747260697,0.476,0.444,207.342,198.123,251.71,327.19,248.82,323.42,400.27,520.29,413.19,537.08
2007,WV,South,242.63,391.0,24.0,574.23,True,False,0.34583678939251,0.442,0.423,207.342,200.361,220.15,354.78,221.05,356.22,369.57,595.57,367.08,591.55
2007,WY,West,282.83,349.0,25.0,602.3,True,False,0.31390407915791,0.505,0.47,207.342,212.23,257.2,317.38,257.67,317.96,443.7,547.51,427.9,528.0
2008,AK,West,185.2,248.0,44.0,683.41,False,True,0.47766806632849,0.306,0.271,215.303,219.646,162.73,217.91,162.49,217.59,280.73,375.92,269.83,361.33
2008,AL,South,199.98,235.0,45.0,506.91,False,True,0.29373475471789,0.425,0.395,215.303,208.681,174.22,204.73,175.46,206.18,292.46,343.68,291.36,342.39
2008,AR,South,268.7,409.0,73.0,528.97,True,False,0.46667269271868,0.528,0.508,215.303,208.681,234.09,356.32,235.75,358.84,392.96,598.14,391.49,595.9
2008,AZ,West,219.5,240.0,60.0,596.56,False,True,0.26588578864302,0.426,0.368,215.303,219.646,192.87,210.88,192.58,210.57,332.72,363.8,319.8,349.67
2008,CA,West,315.07,450.0,40.0,751.39,False,True,0.37999242647157,0.48,0.419,215.303,219.646,276.85,395.41,276.43,394.82,477.59,682.12,459.05,655.63
2008,CO,West,347.3,413.0,25.0,1042.77,True,False,0.22707992264168,0.498,0.333,215.303,219.646,305.17,362.9,304.71,362.35,526.45,626.04,506.0,601.73
2008,CT,Northeast,310.64,501.0,15.0,844.87,True,False,0.44914881670307,0.396,0.368,215.303,229.306,271.21,437.41,272.55,439.56,439.46,708.76,452.59,729.94
2008,DC,South,297.13,359.0,50.0,886.8,True,False,0.22403577070181,0.42,0.335,215.303,208.681,258.86,312.76,260.69,314.98,434.54,525.02,432.91,523.05
2008,DE,South,259.0,330.0,20.0,684.24,False,True,0.46225074906633,0.431,0.379,215.303,208.681,225.64,287.49,227.24,289.53,378.78,482.61,377.35,480.8
2008,FL,South,239.55,275.0,32.0,801.29,False,True,0.34129885432331,0.351,0.299,215.303,208.681,208.69,239.58,210.17,241.28,350.33,402.18,349.02,400.67
2008,GA,South,271.7,320.0,44.0,636.55,False,True,0.25580409257397,0.486,0.427,215.303,208.681,236.7,278.78,238.38,280.76,397.35,467.99,395.86,466.23
2008,HI,West,416.42,523.0,5.0,859.98,True,False,0.45415127202252,0.559,0.484,215.303,219.646,365.9,459.55,365.35,458.86,631.22,792.78,606.71,761.99
2008,IA,Midwest,290.05,347.0,51.0,584.06,True,False,0.41951048976113,0.538,0.497,215.303,205.382,257.88,308.51,254.48,304.45,410.07,490.59,422.59,505.57
2008,ID,West,275.49,364.0,58.0,595.08,True,False,0.50567921224049,0.494,0.463,215.303,219.646,242.07,319.84,241.71,319.36,417.59,551.76,401.38,530.34
2008,IL,Midwest,271.84,369.0,51.0,800.24,True,False,0.3721219795743,0.395,0.34,215.303,205.382,241.69,328.07,238.5,323.75,384.33,521.69,396.06,537.62
2008,IN,Midwest,314.7,390.0,50.0,639.11,False,True,0.3871855253792,0.538,0.492,215.303,205.382,279.79,346.74,276.11,342.17,444.92,551.38,458.51,568.22
2008,KS,Midwest,315.73,407.0,101.0,688.32,True,False,0.3220214425838,0.518,0.459,215.303,205.382,280.71,361.85,277.01,357.09,446.38,575.42,460.01,592.98
2008,KY,South,312.94,415.0,39.0,611.97,True,False,0.30220359719654,0.537,0.511,215.303,208.681,272.63,361.54,274.56,364.11,457.66,606.92,455.94,604.64
2008,LA,South,213.2,258.0,10.0,563.6,True,False,0.27244158895819,0.42,0.378,215.303,208.681,185.74,224.77,187.05,226.36,311.8,377.31,310.63,375.9
2008,MA,Northeast,382.88,600.0,32.0,879.75,True,False,0.52301987539236,0.463,0.435,215.303,229.306,334.28,523.84,335.93,526.42,541.66,848.81,557.84,874.18
2008,MD,South,302.49,380.0,25.0,732.03,False,True,0.3653817609156,0.466,0.413,215.303,208.681,263.53,331.05,265.4,333.4,442.38,555.73,440.72,553.65
2008,ME,Northeast,265.91,331.0,57.0,557.06,True,False,0.33701080619587,0.514,0.477,215.303,229.306,232.16,288.99,233.3,290.41,376.18,468.26,387.42,482.26
2008,MI,Midwest,297.97,362.0,113.0,693.42,False,True,0.40747520421231,0.486,0.43,215.303,205.382,264.92,321.85,261.43,317.61,421.27,511.8,434.13,527.42
2008,MN,Midwest,342.09,538.0,38.0,771.04,True,False,0.37692411844955,0.48,0.444,215.303,205.382,304.14,478.32,300.14,472.02,483.65,760.63,498.41,783.85
2008,MO,Midwest,247.43,320.0,45.0,688.81,False,True,0.31032237603346,0.42,0.359,215.303,205.382,219.98,284.5,217.09,280.76,349.82,452.42,360.5,466.23
2008,MS,South,184.68,210.0,30.0,475.41,False,True,0.29225904311196,0.434,0.388,215.303,208.681,160.89,182.95,162.03,184.25,270.09,307.12,269.07,305.96
2008,MT,West,269.65,386.0,114.0,584.61,True,False,0.40180473649924,0.477,0.461,215.303,219.646,236.94,339.17,236.58,338.66,408.74,585.11,392.87,562.39
2008,NC,South,283.95,457.0,39.0,556.55,True,False,0.38438828538191,0.531,0.51,215.303,208.681,247.37,398.13,249.13,400.96,415.26,668.34,413.71,665.83
2008,ND,Midwest,291.11,385.0,43.0,667.81,True,False,0.32252717522749,0.484,0.436,215.303,205.382,258.82,342.29,255.41,337.79,411.57,544.31,424.14,560.93
2008,NE,Midwest,237.68,298.0,30.0,557.14,False,False,0.33570980368483,0.462,0.427,215.303,205.382,211.32,264.94,208.53,261.46,336.03,421.31,346.29,434.18
2008,NH,Northeast,275.78,427.0,32.0,688.8,False,True,0.36587958591231,0.43,0.4,215.303,229.306,240.78,372.8,241.96,374.64,390.14,604.07,401.8,622.12
2008,NJ,Northeast,375.43,560.0,85.0,799.87,True,False,0.54764263363537,0.528,0.469,215.303,229.306,327.78,488.92,329.39,491.33,531.12,792.23,546.99,815.9
2008,NM,West,265.27,355.0,66.0,596.0,True,False,0.35082983294321,0.499,0.445,215.303,219.646,233.09,311.93,232.74,311.47,402.1,538.12,386.49,517.22
2008,NV,West,313.77,362.0,16.0,734.61,True,False,0.42341409454204,0.497,0.427,215.303,219.646,275.71,318.08,275.29,317.61,475.62,548.73,457.15,527.42
2008,NY,Northeast,307.24,405.0,40.0,870.42,False,True,0.40199142935476,0.432,0.353,215.303,229.306,268.24,353.59,269.56,355.33,434.65,572.95,447.64,590.07
2008,OH,Midwest,277.58,365.0,103.0,684.56,True,False,0.32365216429706,0.437,0.405,215.303,205.382,246.79,324.51,243.54,320.24,392.44,516.04,404.42,531.79
2008,OK,South,278.47,392.0,16.0,584.61,True,False,0.26895430667511,0.521,0.476,215.303,208.681,242.6,341.5,244.32,343.93,407.25,573.28,405.72,571.13
2008,OR,West,308.73,463.0,108.0,660.09,True,False,0.51040687606087,0.491,0.468,215.303,219.646,271.28,406.83,270.87,406.22,467.98,701.83,449.81,674.57
2008,PA,Northeast,336.15,539.0,35.0,649.2,True,False,0.56644908808706,0.545,0.518,215.303,229.306,293.48,470.58,294.93,472.9,475.55,762.52,489.76,785.3
2008,PR,Northeast,112.69,133.0,7.0,372.15,True,False,0.27743806512339,0.326,0.303,215.303,229.306,98.39,116.12,98.87,116.69,159.42,188.15,164.19,193.78
2008,RI,Northeast,367.29,513.0,68.0,759.73,True,False,0.36709298120932,0.534,0.483,215.303,229.306,320.67,447.88,322.25,450.09,519.6,725.74,535.13,747.42
2008,SC,South,238.94,326.0,20.0,553.13,True,False,0.3390710099264,0.473,0.432,215.303,208.681,208.16,284.01,209.64,286.02,349.44,476.76,348.13,474.97
2008,SD,Midwest,250.79,285.0,28.0,615.69,True,False,0.16908620741071,0.471,0.407,215.303,205.382,222.97,253.39,220.04,250.05,354.57,402.93,365.39,415.24
2008,TN,South,223.75,275.0,30.0,627.86,False,True,0.26972567283192,0.395,0.356,215.303,208.681,194.93,239.58,196.31,241.28,327.22,402.18,326.0,400.67
2008,TX,South,305.82,378.0,57.0,699.09,False,False,0.21284494456897,0.504,0.437,215.303,208.681,266.43,329.31,268.32,331.65,447.25,552.81,445.57,550.73
2008,UT,West,319.18,427.0,26.0,710.65,True,False,0.31702698466179,0.49,0.449,215.303,219.646,280.46,375.2,280.04,374.64,483.82,647.26,465.03,622.12
2008,VA,South,285.39,363.0,54.0,722.17,False,True,0.24572729053127,0.46,0.395,215.303,208.681,248.63,316.24,250.39,318.48,417.37,530.87,415.8,528.88
2008,VT,Northeast,290.96,409.0,61.0,599.38,True,False,0.4946922833459,0.51,0.485,215.303,229.306,254.03,357.09,255.28,358.84,411.62,578.61,423.92,595.9
2008,WA,West,357.75,515.0,122.0,796.95,True,False,0.3717974024506,0.487,0.449,215.303,219.646,314.35,452.52,313.88,451.84,542.29,780.65,521.23,750.34
2008,WI,Midwest,279.54,355.0,53.0,641.21,False,True,0.57295579570088,0.476,0.436,215.303,205.382,248.53,315.62,245.26,311.47,395.21,501.9,407.28,517.22
2008,WV,South,244.87,408.0,24.0,585.89,True,False,0.39061648530408,0.44,0.418,215.303,208.681,213.33,355.44,214.84,357.97,358.11,596.68,356.77,594.44
2008,WY,West,312.05,387.0,28.0,647.03,True,False,0.32922909132656,0.514,0.482,215.303,219.646,274.19,340.05,273.78,339.54,473.01,586.62,454.65,563.85
2009,AK,West,222.87,370.0,56.0,751.89,False,True,0.4980761794039,0.325,0.296,214.537,218.822,196.57,326.34,196.24,325.79,339.1,562.97,325.87,541.0
2009,AL,South,213.22,255.0,45.0,560.77,False,True,0.32647967502932,0.414,0.38,214.537,207.845,186.5,223.05,187.74,224.53,313.08,374.43,311.76,372.85
2009,AR,South,290.82,431.0,77.0,563.49,True,False,0.54643677130144,0.535,0.516,214.537,207.845,254.38,376.99,256.07,379.5,427.02,632.85,425.23,630.19
2009,AZ,West,222.08,240.0,60.0,682.45,False,True,0.33119324677108,0.385,0.325,214.537,218.822,195.87,211.68,195.54,211.32,337.9,365.17,324.72,350.92
2009,CA,West,326.24,450.0,40.0,841.22,False,True,0.36809979673372,0.459,0.388,214.537,218.822,287.74,396.9,287.25,396.23,496.39,684.69,477.02,657.98
2009,CO,West,372.89,431.0,25.0,968.82,True,False,0.32433392584424,0.506,0.385,214.537,218.822,328.89,380.14,328.33,379.5,567.36,655.78,545.23,630.19
2009,CT,Northeast,328.96,519.0,15.0,829.3,True,False,0.53242988013477,0.431,0.397,214.537,229.343,287.16,453.05,289.65,456.98,465.3,734.11,480.99,758.86
2009,DC,South,309.39,359.0,50.0,1030.69,True,False,0.20530786982525,0.376,0.3,214.537,207.845,270.62,314.01,272.42,316.1,454.29,527.13,452.38,524.92
2009,DE,South,262.25,330.0,20.0,715.63,False,True,0.4257064827155,0.414,0.366,214.537,207.845,229.39,288.65,230.91,290.57,385.07,484.55,383.45,482.52
2009,FL,South,239.94,275.0,32.0,735.96,False,True,0.33734783201808,0.387,0.326,214.537,207.845,209.87,240.54,211.27,242.14,352.31,403.79,350.83,402.1
2009,GA,South,288.35,330.0,44.0,609.69,False,True,0.31114288336532,0.525,0.473,214.537,207.845,252.22,288.65,253.89,290.57,423.4,484.55,421.62,482.52
2009,HI,West,427.09,545.0,5.0,858.15,True,False,0.47868517257748,0.584,0.498,214.537,218.822,376.69,480.69,376.05,479.87,649.83,829.24,624.48,796.88
2009,IA,Midwest,303.98,361.0,53.0,632.04,True,False,0.4874299201598,0.529,0.481,214.537,204.064,272.01,323.03,267.65,317.86,432.54,513.68,444.47,527.84
2009,ID,West,275.62,362.0,65.0,599.18,True,False,0.50459239242563,0.505,0.46,214.537,218.822,243.1,319.28,242.68,318.74,419.37,550.8,403.0,529.3
2009,IL,Midwest,284.67,385.0,51.0,805.45,True,False,0.41795072174759,0.403,0.353,214.537,204.064,254.73,344.5,250.65,338.99,405.07,547.83,416.24,562.93
2009,IN,Midwest,321.07,390.0,50.0,682.85,False,True,0.37533120913539,0.532,0.47,214.537,204.064,287.3,348.98,282.7,343.4,456.86,554.95,469.46,570.25
2009,KS,Midwest,340.61,423.0,105.0,699.63,True,False,0.45706860640501,0.536,0.487,214.537,204.064,304.78,378.51,299.91,372.45,484.67,601.9,498.03,618.5
2009,KY,South,317.92,415.0,39.0,617.65,True,False,0.32724565144168,0.542,0.515,214.537,207.845,278.08,363.0,279.93,365.41,466.81,609.36,464.85,606.8
2009,LA,South,231.66,284.0,10.0,683.47,True,False,0.38597966049175,0.436,0.339,214.537,207.845,202.63,248.41,203.98,250.06,340.16,417.01,338.73,415.26
2009,MA,Northeast,404.73,628.0,34.0,924.51,True,False,0.51355610254853,0.47,0.438,214.537,229.343,353.3,548.2,356.37,552.95,572.48,888.28,591.78,918.24
2009,MD,South,309.32,380.0,25.0,753.92,False,True,0.36375268011866,0.476,0.41,214.537,207.845,270.56,332.38,272.36,334.59,454.19,557.97,452.28,555.62
2009,ME,Northeast,283.83,344.0,60.0,582.1,True,False,0.36281489684671,0.52,0.488,214.537,229.343,247.76,300.29,249.91,302.89,401.47,486.57,415.01,502.99
