Year,State,Region,Average WBA,Maximum WBA,Minimum WBA,Average Weekly Wage,Indexer,Non-indexer,Recipiency Rate,Replacement Ratio 1,Replacement Ratio 2,National CPI-U,Regional CPI-U
2020,RI,Northeast,327.09,586.0,53.0,799.93,True,False,0.76797650899521,0.422,0.409,258.811,272.908
2020,SC,South,245.84,326.0,42.0,639.45,True,False,0.76490824767948,0.44,0.384,258.811,248.639
2020,SD,Midwest,321.84,414.0,28.0,694.56,True,False,0.47420867780227,0.496,0.463,258.811,240.04
2020,TN,South,217.62,275.0,30.0,666.37,False,True,0.56678540037861,0.379,0.327,258.811,248.639
2020,TX,South,371.28,521.0,69.0,873.85,False,False,0.66400580263381,0.509,0.425,258.811,248.639
2020,UT,West,386.87,580.0,32.0,869.91,True,False,0.53631511922319,0.468,0.445,258.811,275.057
2020,VA,South,277.08,378.0,60.0,799.92,False,True,0.67582733506757,0.407,0.346,258.811,248.639
2020,VT,Northeast,427.87,513.0,72.0,738.16,True,False,1.2988424823891,0.586,0.58,258.811,272.908
2020,WA,West,483.43,790.0,188.0,1081.76,True,False,0.71891477821181,0.497,0.447,258.811,275.057
2020,WI,Midwest,305.44,370.0,54.0,816.16,False,True,0.7407936880207,0.417,0.374,258.811,240.04
2020,WV,South,272.12,424.0,24.0,744.01,True,False,0.70427197150859,0.392,0.366,258.811,248.639
2020,WY,West,417.42,508.0,36.0,935.41,True,False,0.50631343185882,0.501,0.446,258.811,275.057
2021,AK,West,258.88,370.0,56.0,946.65,False,True,0.40828243352112,0.306,0.273,270.97,287.494
2021,AL,South,259.02,275.0,45.0,717.63,False,True,0.19795207855625,0.454,0.361,270.97,261.259
2021,AR,South,249.35,451.0,81.0,700.7,True,False,0.33161013079936,0.369,0.356,270.97,261.259
2021,AZ,West,237.44,240.0,190.0,828.53,False,True,0.22975105874546,0.342,0.287,270.97,287.494
2021,CA,West,331.4,450.0,40.0,955.58,False,True,0.42866496341158,0.416,0.347,270.97,287.494
2021,CO,West,431.37,590.0,25.0,992.19,True,False,0.31133048516548,0.474,0.435,270.97,287.494
2021,CT,Northeast,350.07,667.0,15.0,972.69,True,False,0.42003027898729,0.397,0.36,270.97,283.557
2021,DC,South,367.25,444.0,50.0,1152.35,True,False,0.63622287776463,0.388,0.319,270.97,261.259
2021,DE,South,283.69,400.0,20.0,816.67,False,True,0.33837293514108,0.381,0.347,270.97,261.259
2021,FL,South,239.22,275.0,32.0,773.36,False,True,0.20357189251709,0.371,0.309,270.97,261.259
2021,GA,South,285.72,365.0,55.0,715.81,False,True,0.51045773722947,0.456,0.399,270.97,261.259
2021,HI,West,490.3,639.0,5.0,1030.44,True,False,0.4064677235148,0.57,0.476,270.97,287.494
2021,IA,Midwest,399.22,493.0,73.0,885.54,True,False,0.36890202901848,0.489,0.451,270.97,252.242
2021,ID,West,354.34,463.0,72.0,804.97,True,False,0.22083362989684,0.474,0.44,270.97,287.494
2021,IL,Midwest,325.66,505.0,51.0,952.84,True,False,0.47526671939412,0.376,0.342,270.97,252.242
2021,IN,Midwest,260.82,390.0,37.0,838.9,False,True,0.34423155053115,0.331,0.311,270.97,252.242
2021,KS,Midwest,445.25,503.0,125.0,1121.9,True,False,0.34429568895669,0.491,0.397,270.97,252.242
2021,KY,South,404.85,569.0,39.0,855.16,True,False,0.41204866536548,0.492,0.473,270.97,261.259
2021,LA,South,186.93,247.0,10.0,649.41,True,False,0.34723262484844,0.333,0.288,270.97,261.259
2021,MA,Northeast,484.05,855.0,103.0,1157.91,True,False,0.42777951181386,0.45,0.418,270.97,283.557
2021,MD,South,335.63,430.0,50.0,901.69,False,True,0.25355248916307,0.432,0.372,270.97,261.259
2021,ME,Northeast,361.22,462.0,80.0,770.03,True,False,0.32167871159758,0.496,0.469,270.97,283.557
2021,MI,Midwest,316.96,362.0,150.0,804.77,False,True,0.3674544602956,0.452,0.394,270.97,252.242
2021,MN,Midwest,426.66,491.0,29.0,927.11,True,False,0.65685332323007,0.492,0.46,270.97,252.242
2021,MO,Midwest,261.6,320.0,35.0,827.23,False,True,0.30859849301198,0.36,0.316,270.97,252.242
2021,MS,South,198.03,235.0,30.0,595.36,False,True,0.30496064185102,0.376,0.333,270.97,261.259
2021,MT,West,383.0,572.0,169.0,849.77,True,False,0.43655251246448,0.478,0.451,270.97,287.494
2021,NC,South,241.76,350.0,15.0,797.98,True,False,0.15707550581594,0.355,0.303,270.97,261.259
2021,ND,Midwest,477.7,640.0,43.0,950.52,True,False,0.35081387961517,0.516,0.503,270.97,252.242
2021,NE,Midwest,354.48,456.0,70.0,852.74,False,False,0.26406472557427,0.452,0.416,270.97,252.242
2021,NH,Northeast,292.7,427.0,100.0,877.84,False,True,0.27274056648603,0.369,0.333,270.97,283.557
2021,NJ,Northeast,480.06,731.0,132.0,1032.27,True,False,0.39053993210514,0.528,0.465,270.97,283.557
2021,NM,West,319.13,484.0,90.0,730.5,True,False,0.3169164828617,0.493,0.437,270.97,287.494
2021,NV,West,374.62,483.0,16.0,945.09,True,False,0.50224756329433,0.479,0.396,270.97,287.494
2021,NY,Northeast,348.84,504.0,108.0,955.79,False,True,0.43751997613245,0.404,0.365,270.97,283.557
2021,OH,Midwest,378.6,498.0,140.0,930.46,True,False,0.28949695674058,0.448,0.407,270.97,252.242
2021,OK,South,338.84,461.0,16.0,757.76,True,False,0.34913952829835,0.489,0.447,270.97,261.259
2021,OR,West,396.17,673.0,157.0,932.93,True,False,0.44449592448006,0.449,0.425,270.97,287.494
2021,PA,Northeast,389.57,583.0,68.0,795.34,True,False,0.47308261953493,0.526,0.49,270.97,283.557
2021,PR,Northeast,198.47,240.0,60.0,422.73,True,False,0.33006245650372,0.528,0.47,270.97,283.557
2021,RI,Northeast,357.19,599.0,59.0,939.0,True,False,0.48124103923839,0.423,0.38,270.97,283.557
2021,SC,South,265.63,326.0,42.0,719.37,True,False,0.33964930778935,0.42,0.369,270.97,261.259
2021,SD,Midwest,365.42,428.0,28.0,848.61,True,False,0.18850846271224,0.463,0.431,270.97,252.242
2021,TN,South,230.55,275.0,30.0,699.94,False,True,0.25457781488838,0.36,0.329,270.97,261.259
2021,TX,South,366.73,535.0,70.0,871.02,False,False,0.25951524934183,0.508,0.421,270.97,261.259
2021,UT,West,425.44,617.0,35.0,946.05,True,False,0.25049612295235,0.487,0.45,270.97,287.494
2021,VA,South,300.69,378.0,60.0,969.84,False,True,0.28126026163146,0.381,0.31,270.97,261.259
2021,VT,Northeast,381.22,531.0,74.0,780.33,True,False,0.58099768699917,0.505,0.489,270.97,283.557
2021,WA,West,525.16,844.0,201.0,1127.35,True,False,0.37210333424177,0.503,0.466,270.97,287.494
2021,WI,Midwest,299.7,370.0,54.0,794.93,False,True,0.51973687225711,0.42,0.377,270.97,252.242
2021,WV,South,281.7,424.0,24.0,835.62,True,False,0.34092149037786,0.364,0.337,270.97,261.259
2021,WY,West,427.29,526.0,38.0,907.07,True,False,0.22871300884546,0.514,0.471,270.97,287.494
2022,AK,West,271.71,370.0,56.0,1029.61,False,True,0.28033838637558,0.297,0.264,292.655,310.509
2022,AL,South,242.41,275.0,45.0,765.64,False,True,0.090730472695192,0.369,0.317,292.655,283.666
2022,AR,South,283.48,451.0,81.0,828.37,True,False,0.18236476056299,0.377,0.342,292.655,283.666
2022,AZ,West,257.85,240.0,200.0,857.17,False,True,0.12529229951183,0.355,0.301,292.655,310.509
2022,CA,West,366.83,450.0,40.0,1105.74,False,True,0.41830460101615,0.42,0.332,292.655,310.509
2022,CO,West,497.4,636.0,25.0,1149.77,True,False,0.21974750804164,0.484,0.433,292.655,310.509
2022,CT,Northeast,427.68,685.0,15.0,1125.92,True,False,0.27461583986161,0.434,0.38,292.655,303.32
2022,DC,South,389.24,444.0,50.0,1442.21,True,False,0.18820669893595,0.365,0.27,292.655,283.666
2022,DE,South,316.11,400.0,20.0,894.61,False,True,0.16974636055435,0.385,0.353,292.655,283.666
2022,FL,South,251.2,275.0,32.0,850.42,False,True,0.11512414105984,0.35,0.295,292.655,283.666
2022,GA,South,327.49,365.0,55.0,972.52,False,True,0.23061997605203,0.411,0.337,292.655,283.666
2022,HI,West,541.46,695.0,5.0,1283.67,True,False,0.2919394327317,0.513,0.422,292.655,310.509
2022,IA,Midwest,462.67,531.0,79.0,938.84,True,False,0.23451217549722,0.521,0.493,292.655,272.401
2022,ID,West,393.27,499.0,72.0,885.09,True,False,0.17976596465677,0.485,0.444,292.655,310.509
2022,IL,Midwest,386.3,542.0,51.0,1133.03,True,False,0.25024074592849,0.38,0.341,292.655,272.401
2022,IN,Midwest,297.24,390.0,37.0,962.83,False,True,0.19956393549573,0.339,0.309,292.655,272.401
2022,KS,Midwest,442.01,540.0,135.0,982.73,True,False,0.1729547894111,0.509,0.45,292.655,272.401
2022,KY,South,435.86,569.0,39.0,978.31,True,False,0.12081587940605,0.473,0.446,292.655,283.666
2022,LA,South,221.27,275.0,10.0,776.75,True,False,0.13932711141895,0.346,0.285,292.655,283.666
2022,MA,Northeast,596.65,974.0,55.0,1401.34,True,False,0.37935467530428,0.475,0.426,292.655,303.32
2022,MD,South,357.52,430.0,50.0,962.74,False,True,0.18509677016646,0.422,0.371,292.655,283.666
2022,ME,Northeast,410.38,511.0,89.0,898.58,True,False,0.24249706754713,0.502,0.457,292.655,303.32
2022,MI,Midwest,336.14,362.0,157.0,929.96,False,True,0.21398061552013,0.417,0.361,292.655,272.401
2022,MN,Midwest,516.22,529.0,31.0,1137.37,True,False,0.52065359507675,0.486,0.454,292.655,272.401
2022,MO,Midwest,277.28,320.0,35.0,888.04,False,True,0.19175565318682,0.356,0.312,292.655,272.401
2022,MS,South,216.58,235.0,30.0,701.99,False,True,0.11618501197934,0.354,0.309,292.655,283.666
2022,MT,West,440.42,618.0,183.0,947.85,True,False,0.3214099118151,0.489,0.465,292.655,310.509
2022,NC,South,276.8,350.0,15.0,935.72,True,False,0.084201531455066,0.35,0.296,292.655,283.666
2022,ND,Midwest,508.09,657.0,43.0,1075.1,True,False,0.30611363767198,0.508,0.473,292.655,272.401
2022,NE,Midwest,383.95,490.0,70.0,898.53,False,False,0.15342057588563,0.459,0.427,292.655,272.401
2022,NH,Northeast,331.71,427.0,32.0,1165.12,False,True,0.11174902006499,0.332,0.285,292.655,303.32
2022,NJ,Northeast,523.42,804.0,144.0,1155.5,True,False,0.49274506062489,0.52,0.453,292.655,303.32
2022,NM,West,379.73,514.0,96.0,901.18,True,False,0.21570613812055,0.477,0.421,292.655,310.509
2022,NV,West,414.85,533.0,16.0,1003.66,True,False,0.19439675119233,0.48,0.413,292.655,310.509
2022,NY,Northeast,383.06,504.0,116.0,1098.68,False,True,0.35029301597454,0.393,0.349,292.655,303.32
2022,OH,Midwest,416.9,530.0,149.0,1069.26,True,False,0.1633311868169,0.426,0.39,292.655,272.401
2022,OK,South,366.78,476.0,16.0,857.36,True,False,0.19887792313093,0.487,0.428,292.655,283.666
2022,OR,West,481.28,733.0,171.0,1048.52,True,False,0.26564920102093,0.494,0.459,292.655,310.509
2022,PA,Northeast,445.5,594.0,68.0,995.31,True,False,0.27364428374826,0.493,0.448,292.655,303.32
2022,PR,Northeast,202.06,240.0,60.0,456.79,True,False,0.20197248133036,0.493,0.442,292.655,303.32
2022,RI,Northeast,412.17,661.0,62.0,995.54,True,False,0.40223637050101,0.443,0.414,292.655,303.32
2022,SC,South,283.98,326.0,42.0,806.26,True,False,0.14720352735054,0.408,0.352,292.655,283.666
2022,SD,Midwest,410.89,466.0,28.0,963.96,True,False,0.14221309052208,0.458,0.426,292.655,272.401
2022,TN,South,246.99,275.0,30.0,865.9,False,True,0.10360677793638,0.33,0.285,292.655,283.666
2022,TX,South,437.51,549.0,71.0,1002.51,False,False,0.17310871487806,0.498,0.436,292.655,283.666
2022,UT,West,480.31,661.0,38.0,1039.49,True,False,0.18220987369731,0.496,0.462,292.655,310.509
2022,VA,South,327.24,378.0,60.0,1028.49,False,True,0.10695091342028,0.381,0.318,292.655,283.666
2022,VT,Northeast,416.23,583.0,75.0,920.9,True,False,0.30926801465685,0.482,0.452,292.655,303.32
2022,WA,West,609.79,929.0,295.0,1284.46,True,False,0.2329863993855,0.513,0.475,292.655,310.509
2022,WI,Midwest,327.65,370.0,54.0,950.62,False,True,0.27706521352059,0.39,0.345,292.655,272.401
2022,WV,South,318.88,424.0,24.0,918.08,True,False,0.21670947458743,0.376,0.347,292.655,283.666
2022,WY,West,438.58,533.0,38.0,947.63,True,False,0.16803516323839,0.501,0.463,292.655,310.509
2023,AK,West,281.56,370.0,56.0,1052.57,False,True,0.25752923948659,0.296,0.268,304.702,323.834
2023,AL,South,250.84,275.0,45.0,840.36,False,True,0.16210600732159,0.348,0.298,304.702,296.422
2023,AR,South,308.18,451.0,81.0,872.82,True,False,0.20962315528437,0.39,0.353,304.702,296.422
2023,AZ,West,310.48,320.0,216.0,1030.7,False,True,0.18118094005813,0.366,0.301,304.702,323.834
2023,CA,West,384.56,450.0,40.0,1370.95,False,True,0.4235679889213,0.372,0.281,304.702,323.834
2023,CO,West,598.0,675.0,25.0,1394.6,True,False,0.27155905557038,0.5,0.429,304.702,323.834
2023,CT,Northeast,486.09,703.0,15.0,1285.47,True,False,0.42514165481209,0.43,0.378,304.702,313.786
2023,DC,South,404.76,444.0,50.0,1511.83,True,False,0.24739332133091,0.343,0.268,304.702,296.422
2023,DE,South,347.81,400.0,20.0,807.09,False,True,0.22770352778857,0.443,0.431,304.702,296.422
2023,FL,South,261.28,275.0,32.0,991.91,False,True,0.11610048131653,0.33,0.263,304.702,296.422
2023,GA,South,340.57,365.0,55.0,1175.28,False,True,0.18944505176572,0.37,0.29,304.702,296.422
2023,HI,West,612.31,763.0,5.0,1242.99,True,False,0.40693757605572,0.61,0.493,304.702,323.834
2023,IA,Midwest,489.18,551.0,82.0,1025.57,True,False,0.22440258284942,0.533,0.477,304.702,282.76
2023,ID,West,431.21,532.0,72.0,1002.54,True,False,0.20798658228967,0.484,0.43,304.702,323.834
2023,IL,Midwest,440.54,578.0,51.0,1234.05,True,False,0.30555431054552,0.398,0.357,304.702,282.76
2023,IN,Midwest,327.34,390.0,37.0,960.74,False,True,0.19771153187605,0.398,0.341,304.702,282.76
2023,KS,Midwest,477.17,560.0,140.0,1064.91,True,False,0.14750693614766,0.517,0.448,304.702,282.76
2023,KY,South,483.35,626.0,39.0,1055.16,True,False,0.097575256283041,0.494,0.458,304.702,296.422
2023,LA,South,243.83,275.0,35.0,815.41,True,False,0.16008499231876,0.347,0.299,304.702,296.422
2023,MA,Northeast,679.44,1015.0,58.0,1572.14,True,False,0.51304773515204,0.48,0.432,304.702,313.786
2023,MD,South,383.83,430.0,50.0,1109.31,False,True,0.29437003375761,0.412,0.346,304.702,296.422
2023,ME,Northeast,457.58,538.0,94.0,995.99,True,False,0.30127152242365,0.498,0.459,304.702,313.786
2023,MI,Midwest,341.75,362.0,160.0,996.91,False,True,0.24651651297538,0.4,0.343,304.702,282.76
2023,MN,Midwest,547.88,552.0,33.0,1230.95,True,False,0.55288703200763,0.477,0.445,304.702,282.76
2023,MO,Midwest,287.44,320.0,35.0,997.5,False,True,0.18568680767517,0.344,0.288,304.702,282.76
2023,MS,South,221.87,235.0,30.0,741.62,False,True,0.17186748962066,0.339,0.299,304.702,296.422
2023,MT,West,483.94,657.0,194.0,1076.73,True,False,0.35636816054959,0.489,0.449,304.702,323.834
2023,NC,South,300.54,350.0,15.0,1084.31,True,False,0.11373596610024,0.336,0.277,304.702,296.422
2023,ND,Midwest,535.42,673.0,43.0,1115.64,True,False,0.30544531512995,0.5,0.48,304.702,282.76
2023,NE,Midwest,423.67,514.0,70.0,957.02,False,False,0.17740860754393,0.47,0.443,304.702,282.76
2023,NH,Northeast,366.89,427.0,32.0,1319.36,False,True,0.15501435193426,0.342,0.278,304.702,313.786
2023,NJ,Northeast,574.32,830.0,156.0,1250.9,True,False,0.48211088897557,0.532,0.459,304.702,313.786
2023,NM,West,413.5,542.0,101.0,1001.58,True,False,0.26376097161896,0.484,0.413,304.702,323.834
2023,NV,West,461.51,562.0,16.0,1088.12,True,False,0.24853935473963,0.512,0.424,304.702,323.834
2023,NY,Northeast,415.08,504.0,124.0,1373.77,False,True,0.40865145769532,0.385,0.302,304.702,313.786
2023,OH,Midwest,449.45,561.0,157.0,1145.98,True,False,0.21002240571024,0.434,0.392,304.702,282.76
2023,OK,South,399.11,493.0,16.0,934.79,True,False,0.16520451337306,0.487,0.427,304.702,296.422
2023,OR,West,545.96,783.0,183.0,1252.18,True,False,0.37720415668878,0.484,0.436,304.702,323.834
2023,PA,Northeast,462.05,605.0,68.0,1058.63,True,False,0.36616635082676,0.49,0.436,304.702,313.786
2023,PR,Northeast,211.98,240.0,60.0,504.68,True,False,0.22908648382616,0.478,0.42,304.702,313.786
2023,RI,Northeast,442.26,680.0,66.0,1111.2,True,False,0.51528415060516,0.44,0.398,304.702,313.786
2023,SC,South,297.45,326.0,42.0,990.37,True,False,0.18792345826592,0.373,0.3,304.702,296.422
2023,SD,Midwest,437.41,487.0,28.0,987.32,True,False,0.17064642919526,0.482,0.443,304.702,282.76
2023,TN,South,254.39,275.0,30.0,935.38,False,True,0.13896056199153,0.31,0.272,304.702,296.422
2023,TX,South,486.09,563.0,72.0,1239.59,False,False,0.21630053153701,0.491,0.392,304.702,296.422
2023,UT,West,544.65,712.0,41.0,1241.33,True,False,0.24425713825883,0.49,0.439,304.702,323.834
2023,VA,South,346.06,378.0,60.0,1169.34,False,True,0.13264553484314,0.363,0.296,304.702,296.422
2023,VT,Northeast,496.0,668.0,80.0,1042.34,True,False,0.4057876226322,0.531,0.476,304.702,313.786
2023,WA,West,710.91,999.0,317.0,1631.39,True,False,0.31116331373749,0.494,0.436,304.702,323.834
2023,WI,Midwest,342.65,370.0,54.0,1053.13,False,True,0.28729058154534,0.374,0.325,304.702,282.76
2023,WV,South,401.43,630.0,24.0,957.72,True,False,0.23856081560381,0.442,0.419,304.702,296.422
2023,WY,West,465.03,560.0,40.0,974.5,True,False,0.20977543697187,0.517,0.477,304.702,323.834
2024,AK,West,290.01,370.0,56.0,1122.32,False,True,0.22725909217747,0.291,0.258,313.689,332.945
2024,AL,South,252.26,275.0,45.0,892.03,False,True,0.12999023433092,0.339,0.283,313.689,305.187
2024,AR,South,323.8,451.0,81.0,919.22,True,False,0.17144749778666,0.387,0.352,313.689,305.187
2024,AZ,West,313.56,320.0,224.0,1113.81,False,True,0.19730240181557,0.354,0.282,313.689,332.945
2024,CA,West,387.82,450.0,40.0,1276.61,False,True,0.37429973589419,0.38,0.304,313.689,332.945
2024,CO,West,616.94,710.0,25.0,1461.99,True,False,0.21546825093291,0.479,0.422,313.689,332.945
2024,CT,Northeast,496.18,721.0,40.0,1317.64,True,False,0.43639920016535,0.43,0.377,313.689,324.397
2024,DC,South,406.43,444.0,50.0,1410.65,True,False,0.23154055071363,0.356,0.288,313.689,305.187
2024,DE,South,370.59,450.0,20.0,1138.34,False,True,0.28615376373332,0.372,0.326,313.689,305.187
2024,FL,South,265.18,275.0,32.0,1059.17,False,True,0.097554480005219,0.314,0.25,313.689,305.187
2024,GA,South,343.58,365.0,55.0,1175.04,False,True,0.15996093412486,0.383,0.292,313.689,305.187
2024,HI,West,652.95,796.0,5.0,1341.64,True,False,0.32199181590508,0.567,0.487,313.689,332.945
2024,IA,Midwest,536.39,582.0,86.0,1123.53,True,False,0.247058849536,0.529,0.477,313.689,290.37
2024,ID,West,460.14,568.0,72.0,1092.26,True,False,0.1781750766485,0.473,0.421,313.689,332.945
2024,IL,Midwest,456.77,593.0,51.0,1275.96,True,False,0.30181221271512,0.409,0.358,313.689,290.37
2024,IN,Midwest,327.74,390.0,37.0,1096.74,False,True,0.15636729283263,0.346,0.299,313.689,290.37
2024,KS,Midwest,499.2,589.0,147.0,1103.72,True,False,0.13813309609788,0.512,0.452,313.689,290.37
2024,KY,South,511.17,665.0,39.0,1040.7,True,False,0.084406197651201,0.523,0.491,313.689,305.187
2024,LA,South,250.99,275.0,35.0,883.89,True,False,0.13054062803863,0.345,0.284,313.689,305.187
2024,MA,Northeast,703.53,1033.0,60.0,1637.21,True,False,0.40875582546909,0.477,0.43,313.689,324.397
2024,MD,South,390.53,430.0,50.0,1179.37,False,True,0.23927591365237,0.392,0.331,313.689,305.187
2024,ME,Northeast,480.74,573.0,100.0,1055.34,True,False,0.26977711031894,0.499,0.456,313.689,324.397
2024,MI,Midwest,346.06,362.0,164.0,1048.59,False,True,0.22949948526016,0.38,0.33,313.689,290.37
2024,MN,Midwest,562.49,574.0,34.0,1281.22,True,False,0.58645407319935,0.473,0.439,313.689,290.37
2024,MO,Midwest,292.65,320.0,35.0,1046.78,False,True,0.16491075932393,0.339,0.28,313.689,290.37
2024,MS,South,222.69,235.0,30.0,796.96,False,True,0.17553044722689,0.326,0.279,313.689,305.187
2024,MT,West,510.51,698.0,207.0,1152.09,True,False,0.38773206160734,0.481,0.443,313.689,332.945
2024,NC,South,316.06,350.0,15.0,1124.38,True,False,0.12847292462842,0.346,0.281,313.689,305.187
2024,ND,Midwest,582.37,748.0,43.0,1170.23,True,False,0.31759757776351,0.511,0.498,313.689,290.37
2024,NE,Midwest,451.24,546.0,70.0,1116.06,False,False,0.17261716814464,0.457,0.404,313.689,290.37
2024,NH,Northeast,374.98,427.0,32.0,1367.55,False,True,0.15878929900019,0.332,0.274,313.689,324.397
2024,NJ,Northeast,591.88,854.0,169.0,1355.73,True,False,0.48682809544573,0.514,0.437,313.689,324.397
2024,NM,West,440.55,577.0,107.0,973.84,True,False,0.23838677057026,0.505,0.452,313.689,332.945
2024,NV,West,490.95,585.0,16.0,1159.25,True,False,0.27157268568231,0.496,0.424,313.689,332.945
2024,NY,Northeast,421.41,504.0,132.0,1330.06,False,True,0.38100099723182,0.385,0.317,313.689,324.397
2024,OH,Midwest,469.7,561.0,157.0,1205.24,True,False,0.18331372794991,0.429,0.39,313.689,290.37
2024,OK,South,421.51,519.0,16.0,998.14,True,False,0.15285987895833,0.48,0.422,313.689,305.187
2024,OR,West,582.08,812.0,190.0,1303.75,True,False,0.33528961101013,0.495,0.446,313.689,332.945
2024,PA,Northeast,465.52,605.0,68.0,1074.45,True,False,0.40102393791831,0.493,0.433,313.689,324.397
2024,PR,Northeast,219.38,240.0,60.0,541.63,True,False,0.23060348120666,0.461,0.405,313.689,324.397
2024,RI,Northeast,460.45,705.0,71.0,1151.84,True,False,0.39583553678279,0.449,0.4,313.689,324.397
2024,SC,South,302.35,326.0,42.0,1000.43,True,False,0.14041705588872,0.374,0.302,313.689,305.187
2024,SD,Midwest,456.66,514.0,28.0,1082.62,True,False,0.19239621138355,0.468,0.422,313.689,290.37
2024,TN,South,277.03,325.0,55.0,1111.94,False,True,0.16017064434584,0.334,0.249,313.689,305.187
2024,TX,South,492.52,577.0,73.0,1269.37,False,False,0.22908078842358,0.468,0.388,313.689,305.187
2024,UT,West,558.27,746.0,44.0,1300.15,True,False,0.22489213266073,0.483,0.429,313.689,332.945
2024,VA,South,346.78,378.0,60.0,1319.17,False,True,0.14493671188964,0.346,0.263,313.689,305.187
2024,VT,Northeast,531.28,705.0,86.0,1080.07,True,False,0.31461782049077,0.531,0.492,313.689,324.397
2024,WA,West,721.72,1019.0,323.0,1581.08,True,False,0.32312608443525,0.508,0.456,313.689,332.945
2024,WI,Midwest,346.58,370.0,54.0,1075.81,False,True,0.29727128186228,0.375,0.322,313.689,290.37
2024,WV,South,441.0,662.0,24.0,1029.24,True,False,0.24332993795277,0.454,0.428,313.689,305.187
2024,WY,West,494.09,595.0,43.0,1097.08,True,False,0.19699074476028,0.505,0.45,313.689,332.945
