Year,State,Insured Unemployment
2006,AK,0.50462805859801
2006,AL,0.30790329864451
2006,AR,0.39554787844274
2006,AZ,0.1959439093722
2006,CA,0.39471564861644
2006,CO,0.20717789925514
2006,CT,0.48280095674556
2006,DC,0.21077766698954
2006,DE,0.45387557640883
2006,FL,0.3728712320929
2006,GA,0.21974795589087
2006,HI,0.38763782470566
2006,IA,0.3984721410976
2006,ID,0.42807669044816
2006,IL,0.41652972836477
2006,IN,0.33497180744805
2006,KS,0.26859676792794
2006,KY,0.26338806822635
2006,LA,0.31958706752667
2006,MA,0.4911550170155
2006,MD,0.27072120177003
2006,ME,0.30166590460254
2006,MI,0.4184127075068
2006,MN,0.3927532002135
2006,MO,0.31193273992688
2006,MS,0.27231795942699
2006,MT,0.4290428373741
2006,NC,0.32846942762919
2006,ND,0.30501299387796
2006,NE,0.35324219284103
2006,NH,0.26530546144727
2006,NJ,0.52997733574976
2006,NM,0.27008780176793
2006,NV,0.35897902104594
2006,NY,0.41410413077739
2006,OH,0.30581505659579
2006,OK,0.21611285093499
2006,OR,0.40422613139997
2006,PA,0.55351311100496
2006,PR,0.26967030683498
2006,RI,0.40232096876336
2006,SC,0.25110801089628
2006,SD,0.17149504500868
2006,TN,0.25387299966811
2006,TX,0.18599678765827
2006,UT,0.21472170504117
2006,VA,0.23162766262474
2006,VT,0.49171635845098
2006,WA,0.31372010386485
2006,WI,0.50043243831869
2006,WV,0.310684504027
2006,WY,0.2688182646202
2006,US,0.34727006436019
