Year,State,Insured Unemployment
2013,AK,0.47007446704771
2013,AL,0.20789416110215
2013,AR,0.30681955345916
2013,AZ,0.16748825856095
2013,CA,0.27595312853868
2013,CO,0.21258953404007
2013,CT,0.34380165788557
2013,DC,0.17075524132402
2013,DE,0.30572594969803
2013,FL,0.15625548517455
2013,GA,0.16087684070166
2013,HI,0.36675736585065
2013,IA,0.33448265397997
2013,ID,0.25833945835925
2013,IL,0.25488840498501
2013,IN,0.19546791510121
2013,KS,0.29914226692794
2013,KY,0.20580361083207
2013,LA,0.18948456027448
2013,MA,0.37024035816275
2013,MD,0.27962469237208
2013,ME,0.2783136895744
2013,MI,0.22509365429013
2013,MN,0.36749302079312
2013,MO,0.23127439833218
2013,MS,0.21607158585031
2013,MT,0.39604975378804
2013,NC,0.24451175903364
2013,ND,0.32714472418674
2013,NE,0.28831679207351
2013,NH,0.22587936288439
2013,NJ,0.35187876644149
2013,NM,0.25393044178381
2013,NV,0.22902475479077
2013,NY,0.31053021487796
2013,OH,0.19912713946085
2013,OK,0.21818970855635
2013,OR,0.31535438421972
2013,PA,0.39739933700484
2013,PR,0.22369129996893
2013,RI,0.24136357844163
2013,SC,0.18816014959999
2013,SD,0.15672135819323
2013,TN,0.17308785673215
2013,TX,0.19257093794736
2013,UT,0.25841308903543
2013,VA,0.18030320838483
2013,VT,0.39540381615265
2013,WA,0.29518917229272
2013,WI,0.37263001154709
2013,WV,0.31977643943914
2013,WY,0.28224198118307
2013,US,0.25343745329825
