Year,State,Insured Unemployment
2014,AK,0.43368771767563
2014,AL,0.19192626296445
2014,AR,0.30774321755234
2014,AZ,0.17749918787425
2014,CA,0.30776556260808
2014,CO,0.25232252450412
2014,CT,0.38071775491524
2014,DC,0.16318237727587
2014,DE,0.32618040750708
2014,FL,0.14629159493521
2014,GA,0.14297575816449
2014,HI,0.34779385380927
2014,IA,0.33170497625756
2014,ID,0.3216817705212
2014,IL,0.28676806853174
2014,IN,0.18825733920894
2014,KS,0.28344603027204
2014,KY,0.21471015518539
2014,LA,0.15678282912745
2014,MA,0.40413860237972
2014,MD,0.29158505898301
2014,ME,0.29472205066884
2014,MI,0.24515397027341
2014,MN,0.40683110142953
2014,MO,0.21669176057216
2014,MS,0.20082208178641
2014,MT,0.37561809231414
2014,NC,0.18576507359145
2014,ND,0.3106900795459
2014,NE,0.26689301213722
2014,NH,0.23537866888509
2014,NJ,0.42070533397017
2014,NM,0.23965990062577
2014,NV,0.26547645058652
2014,NY,0.33126528210987
2014,OH,0.22000782487325
2014,OK,0.2115631960038
2014,OR,0.3012767063455
2014,PA,0.42761932374134
2014,PR,0.19361589514351
2014,RI,0.27478711071133
2014,SC,0.15244985779224
2014,SD,0.14816655937312
2014,TN,0.15600124434427
2014,TX,0.2117559051806
2014,UT,0.24131695899639
2014,VA,0.16698514762085
2014,VT,0.39638617033738
2014,WA,0.28789781320408
2014,WI,0.38664006852104
2014,WV,0.30670014483795
2014,WY,0.23423693078617
2014,US,0.26321692744208
