Year,State,Insured Unemployment
2007,AK,0.47908050534138
2007,AL,0.315676534697
2007,AR,0.40892920995652
2007,AZ,0.26508566503552
2007,CA,0.39162306519665
2007,CO,0.23057634703749
2007,CT,0.46815044558569
2007,DC,0.22492085047253
2007,DE,0.53769763392612
2007,FL,0.36798155672388
2007,GA,0.24006966397789
2007,HI,0.38894383824994
2007,IA,0.40020413580896
2007,ID,0.53466034658822
2007,IL,0.3905218150223
2007,IN,0.37635912995245
2007,KS,0.27820301694506
2007,KY,0.2830522646399
2007,LA,0.24612940618193
2007,MA,0.52513043863683
2007,MD,0.33075170268312
2007,ME,0.31914336667016
2007,MI,0.39724156321599
2007,MN,0.38516548838944
2007,MO,0.30202689793678
2007,MS,0.24569786548892
2007,MT,0.42694257331171
2007,NC,0.33523277241594
2007,ND,0.31420435991313
2007,NE,0.33996955667041
2007,NH,0.29007338721711
2007,NJ,0.6078529018427
2007,NM,0.34480161462331
2007,NV,0.40471370559039
2007,NY,0.41194303871013
2007,OH,0.2920749507487
2007,OK,0.21101677422133
2007,OR,0.44320300482212
2007,PA,0.5680564861001
2007,PR,0.26262744538197
2007,RI,0.46183620017719
2007,SC,0.29567413442914
2007,SD,0.17038723171018
2007,TN,0.28942983422878
2007,TX,0.18790327535761
2007,UT,0.2271404591736
2007,VA,0.24149031280745
2007,VT,0.47333106446088
2007,WA,0.31397979764573
2007,WI,0.51023747260697
2007,WV,0.34583678939251
2007,WY,0.31390407915791
2007,US,0.35759644041059
