State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
SD,2004,2,428,363,23,3.5,51,15,2.79,2.79,18.9,53,18.9,53
SD,2004,3,431,364,24,3.4,49,15,2.6,2.6,17.9,53,17.9,53
SD,2004,4,426,361,24,3.5,48,15,2.69,2.69,18,53,18,53
SD,2005,1,423,352,24,4.3,45,18,4.58,4.58,25.2,46,25.2,46
SD,2005,2,432,368,24,3.6,47,15,2.58,2.58,16.6,53,16.6,53
SD,2005,3,434,370,24,3.2,48,14,2.1,2.1,15.3,53,15.3,53
SD,2005,4,429,368,24,3.2,49,14,2.14,2.14,15.6,53,15.6,53
SD,2006,1,424,360,24,3.5,50,15,3.67,3.67,24.6,48,24.6,48
SD,2006,2,434,376,24,2.9,51,12,1.92,1.92,15.4,53,15.4,53
SD,2006,3,438,379,25,2.8,46,12,1.73,1.73,14.1,53,14.1,53
SD,2006,4,435,376,25,2.8,47,12,1.9,1.9,15.7,53,15.7,53
SD,2007,1,430,368,25,3.4,48,15,3.56,3.56,24.4,48,24.4,48
SD,2007,2,438,385,25,2.8,49,12,1.9,1.9,15.6,53,15.6,53
SD,2007,3,441,387,25,2.6,50,11,1.59,1.59,13.9,53,13.9,53
SD,2007,4,436,384,25,2.6,50,11,1.7,1.7,15.1,53,15.1,53
SD,2008,1,431,376,25,3.1,52,13,3.39,3.39,25.1,49,25.1,49
SD,2008,2,441,390,25,2.8,52,12,1.77,1.77,14.4,53,14.4,53
SD,2008,3,444,391,25,3,51,13,1.66,1.66,12.6,53,12.6,53
SD,2008,4,440,386,25,3.5,50,15,2.83,2.83,18.6,53,18.6,53
TN,2003,1,"2,898","2,516",110,5.6,34,161,72.65,72.65,45,29,45,29
TN,2003,2,"2,920","2,554",111,5.5,31,160,56.18,56.18,35.1,32,35.1,32
TN,2003,3,"2,897","2,535",110,5.7,28,165,55.89,55.89,34,30,34,30
TN,2003,4,"2,903","2,584",110,5.3,23,155,49.29,49.29,31.8,37,31.8,37
TN,2004,1,"2,899","2,546",110,5.6,34,162,58.04,58.04,35.9,35,35.9,35
TN,2004,2,"2,902","2,598",111,5,33,145,44.31,44.31,30.6,31,30.6,31
TN,2004,3,"2,900","2,594",109,5.4,21,155,45.11,45.11,29,33,29,33
TN,2004,4,"2,890","2,640",110,5.5,16,158,42.33,42.33,26.8,37,26.8,37
TN,2005,1,"2,855","2,591",110,6.1,16,174,51.95,51.95,29.8,37,29.8,37
TN,2005,2,"2,890","2,639",111,5.5,14,159,41.34,41.34,26,37,26,37
TN,2005,3,"2,916","2,641",111,5.2,20,153,42.09,42.09,27.6,34,27.6,34
TN,2005,4,"2,933","2,678",112,5.3,13,156,38.24,38.24,24.6,41,24.6,41
TN,2006,1,"2,943","2,645",112,5.7,12,168,47.59,47.59,28.3,40,28.3,40
TN,2006,2,"3,012","2,691",113,5.4,9,163,37.42,37.42,22.9,44,22.9,44
TN,2006,3,"3,051","2,679",113,5.4,9,164,38.68,38.68,23.6,40,23.6,40
TN,2006,4,"3,053","2,708",114,4.6,15,140,36.61,36.61,26.2,44,26.2,44
TN,2007,1,"3,033","2,658",114,4.8,25,146,45.48,45.48,31.3,39,31.3,39
TN,2007,2,"3,035","2,702",115,4.3,27,129,38.71,38.71,30,34,30,34
TN,2007,3,"3,054","2,695",115,4.6,19,141,42.36,42.36,30,29,30,29
TN,2007,4,"3,051","2,731",116,4.9,16,150,36.64,36.64,24.5,47,24.5,47
TN,2008,1,"3,031","2,677",116,5.8,15,175,51.84,51.84,29.6,42,29.6,42
TN,2008,2,"3,062","2,703",116,6,13,184,44.75,44.75,24.3,47,24.3,47
TN,2008,3,"3,080","2,656",116,6.9,11,212,51.05,51.05,24.1,47,24.1,47
TN,2008,4,"3,071","2,654",116,7.3,13,224,64.25,64.25,28.7,46,28.7,46
TX,2003,1,"10,850","8,973",397,6.9,13,746,198.9,198.9,26.7,53,26.7,53
TX,2003,2,"10,940","9,048",397,6.9,9,757,200.78,200.78,26.5,50,26.5,50
TX,2003,3,"10,927","9,002",397,6.9,7,758,205.7,205.71,27.1,46,27.1,46
TX,2003,4,"10,926","9,090",399,6.2,11,676,187.58,187.59,27.8,46,27.8,46
TX,2004,1,"10,910","9,013",401,6.4,14,701,174.21,174.21,24.8,52,24.8,52
TX,2004,2,"10,959","9,147",402,6,13,660,156.15,156.15,23.7,48,23.7,48
TX,2004,3,"11,026","9,144",403,5.9,13,655,153.56,153.56,23.4,48,23.4,48
TX,2004,4,"11,098","9,268",405,5.7,12,632,136.61,136.61,21.6,51,21.6,51
TX,2005,1,"11,070","9,219",408,5.8,19,645,129,129,20,53,20,53
TX,2005,2,"11,149","9,390",410,5.3,20,595,114.67,114.67,19.3,49,19.3,49
TX,2005,3,"11,217","9,423",410,5.5,15,615,116.18,116.18,18.9,49,18.9,49
TX,2005,4,"11,254","9,577",413,5.2,14,590,109.87,109.87,18.6,51,18.6,51
TX,2006,1,"11,211","9,554",418,5.3,18,593,101.1,101.1,17.1,52,17.1,52
TX,2006,2,"11,313","9,728",421,5.2,11,585,93.57,93.57,16,52,16,52
TX,2006,3,"11,387","9,755",422,5.1,17,583,100.76,100.76,17.3,52,17.3,52
TX,2006,4,"11,429","9,915",424,4.4,22,497,95.26,95.26,19.2,52,19.2,52
TX,2007,1,"11,371","9,857",428,4.6,28,520,93.52,93.52,18,53,18,53
TX,2007,2,"11,402","10,043",430,4.2,30,483,90.27,90.27,18.7,52,18.7,52
TX,2007,3,"11,466","10,058",442,4.5,23,518,100.42,100.42,19.4,51,19.4,51
TX,2007,4,"11,525","10,230",443,4.2,28,483,96.69,96.69,20,52,20,52
TX,2008,1,"11,522","10,170",442,4.4,35,513,103.25,103.25,20.1,53,20.1,53
TX,2008,2,"11,641","10,303",447,4.4,35,515,107.29,107.29,20.8,52,20.8,52
TX,2008,3,"11,750","10,252",448,5.2,31,612,126.13,126.14,20.6,51,20.6,51
TX,2008,4,"11,797","10,323",450,5.3,37,629,154.98,154.98,24.6,52,24.6,52
UT,2003,1,"1,185",989,56,6.1,25,72,23.59,23.59,32.7,42,32.7,42
UT,2003,2,"1,193","1,005",57,5.7,27,68,18.46,18.46,27.2,49,27.2,49
UT,2003,3,"1,201","1,007",57,5.4,31,65,16.23,16.23,24.8,52,24.8,52
UT,2003,4,"1,210","1,024",59,5,33,61,16,16,26.4,51,26.4,51
UT,2004,1,"1,213","1,009",58,5.7,31,69,19.82,19.82,28.9,47,28.9,47
UT,2004,2,"1,224","1,037",59,5.2,27,64,12.63,12.63,19.8,52,19.8,52
UT,2004,3,"1,240","1,042",61,4.9,32,60,10.85,10.85,18,52,18,52
UT,2004,4,"1,249","1,060",61,4.3,37,54,11.74,11.74,21.7,49,21.7,49
UT,2005,1,"1,253","1,049",61,4.8,41,60,15.08,15.08,25.1,47,25.1,47
UT,2005,2,"1,273","1,076",61,4.2,38,54,10.26,10.26,19.1,50,19.1,50
UT,2005,3,"1,293","1,088",62,3.9,40,50,8.73,8.73,17.4,52,17.4,52
UT,2005,4,"1,303","1,107",63,3.3,48,43,9.06,9.06,21,48,21,48
UT,2006,1,"1,306","1,100",63,3.6,47,47,11.58,11.58,24.7,47,24.7,47
UT,2006,2,"1,323","1,132",65,3,48,39,7.46,7.46,19,50,19,50
UT,2006,3,"1,344","1,143",66,2.7,51,36,6.71,6.71,18.5,51,18.5,51
UT,2006,4,"1,359","1,163",67,2.2,52,30,7.75,7.75,26.3,43,26.3,43
UT,2007,1,"1,362","1,158",68,2.7,51,37,9.95,9.95,27.2,43,27.2,43
UT,2007,2,"1,372","1,187",69,2.5,53,34,6.72,6.72,19.7,51,19.7,51
UT,2007,3,"1,386","1,189",70,2.6,50,36,6.79,6.79,18.9,52,18.9,52
UT,2007,4,"1,391","1,201",71,2.5,52,35,9.38,9.38,26.9,42,26.9,42
UT,2008,1,"1,384","1,179",70,3.2,51,44,15.07,15.07,34.4,38,34.4,38
UT,2008,2,"1,386","1,194",71,3,50,42,11.57,11.57,27.6,41,27.6,41
UT,2008,3,"1,389","1,189",71,3.3,49,46,12.72,12.72,27.5,40,27.5,40
UT,2008,4,"1,383","1,182",71,3.8,49,53,20.54,20.54,38.8,29,38.8,29
VA,2003,1,"3,750","3,202",166,4.7,48,176,64.56,64.56,36.7,38,36.7,38
VA,2003,2,"3,782","3,272",166,4.3,49,164,54.7,54.7,33.3,34,33.3,34
VA,2003,3,"3,788","3,270",167,4.3,45,163,50,50,30.6,40,30.6,40
VA,2003,4,"3,771","3,309",168,4,45,149,44.07,44.07,29.5,42,29.5,42
VA,2004,1,"3,781","3,262",170,4.5,48,171,49.92,49.93,29.1,45,29.1,45
VA,2004,2,"3,819","3,355",171,4.1,45,158,37.28,37.28,23.7,48,23.7,48
VA,2004,3,"3,834","3,360",172,4,44,153,35.34,35.34,23.1,49,23.1,49
VA,2004,4,"3,824","3,400",173,3.7,45,143,33.13,33.13,23.2,47,23.2,47
VA,2005,1,"3,837","3,352",175,4.2,47,161,40.71,40.71,25.4,45,25.4,45
VA,2005,2,"3,921","3,439",176,3.9,43,154,32.36,32.36,21,47,21,47
VA,2005,3,"3,949","3,445",176,3.8,42,151,30.77,30.77,20.4,46,20.4,46
VA,2005,4,"3,920","3,470",177,3.4,43,135,29.21,29.21,21.7,45,21.7,45
VA,2006,1,"3,930","3,428",180,3.6,47,143,36.47,36.47,25.5,46,25.5,46
VA,2006,2,"3,982","3,503",181,3.3,44,130,29.39,29.39,22.6,45,22.6,45
VA,2006,3,"4,005","3,485",180,3.4,43,136,31.06,31.06,22.8,43,22.8,43
VA,2006,4,"3,990","3,512",181,3,44,119,32.53,32.53,27.3,38,27.3,38
VA,2007,1,"3,999","3,467",185,3.5,47,139,37.37,37.37,26.8,44,26.8,44
VA,2007,2,"4,040","3,540",187,3.1,44,125,31.89,31.89,25.5,44,25.5,44
VA,2007,3,"4,064","3,520",186,3.3,44,132,32.52,32.52,24.6,44,24.6,44
VA,2007,4,"4,055","3,539",187,3.3,44,135,32.82,32.82,24.4,48,24.4,48
VA,2008,1,"4,075","3,479",189,4,43,163,43.47,43.47,26.7,47,26.7,47
VA,2008,2,"4,144","3,536",190,3.9,44,162,39.3,39.3,24.3,47,24.3,47
VA,2008,3,"4,166","3,508",190,4.4,42,185,41.32,41.32,22.4,49,22.4,49
VA,2008,4,"4,129","3,501",189,4.7,42,194,54.21,54.21,28,48,28,48
VI,2003,1,,41,,NA,1,,1.38,1.38,NA,1,NA,1
VI,2003,2,,41,,NA,1,,1.21,1.21,NA,1,NA,1
VI,2003,3,,40,,NA,1,,1.01,1.01,NA,1,NA,1
VI,2003,4,,41,3,NA,1,,0.68,0.68,NA,1,NA,1
VI,2004,1,,42,3,NA,1,,0.48,0.48,NA,1,NA,1
VI,2004,2,,42,3,NA,1,,0.46,0.46,NA,1,NA,1
VI,2004,3,,42,3,NA,1,,0.47,0.47,NA,1,NA,1
VI,2004,4,,42,3,NA,1,,0.56,0.56,NA,1,NA,1
VI,2005,1,,44,3,NA,1,,0.46,0.46,NA,1,NA,1
VI,2005,2,,43,3,NA,1,,0.54,0.54,NA,1,NA,1
VI,2005,3,,44,3,NA,1,,0.61,0.61,NA,1,NA,1
VI,2005,4,,44,3,NA,1,,0.57,0.57,NA,1,NA,1
VI,2006,1,,44,3,NA,1,,0.47,0.47,NA,1,NA,1
VI,2006,2,,44,4,NA,1,,0.4,0.4,NA,1,NA,1
VI,2006,3,,44,4,NA,1,,0.5,0.5,NA,1,NA,1
VI,2006,4,,44,4,NA,1,,0.58,0.58,NA,1,NA,1
VI,2007,1,,45,4,NA,1,,0.56,0.56,NA,1,NA,1
VI,2007,2,,46,4,NA,1,,0.59,0.59,NA,1,NA,1
VI,2007,3,,45,4,NA,1,,0.74,0.74,NA,1,NA,1
VI,2007,4,,45,4,NA,1,,0.82,0.82,NA,1,NA,1
VI,2008,1,,45,4,NA,1,,0.75,0.75,NA,1,NA,1
VI,2008,2,,45,4,NA,1,,0.82,0.82,NA,1,NA,1
VI,2008,3,,45,3,NA,1,,0.89,0.89,NA,1,NA,1
VI,2008,4,,44,3,NA,1,,1.15,1.15,NA,1,NA,1
VT,2003,1,345,286,21,5,43,17,11.81,11.81,68.7,4,68.7,4
VT,2003,2,346,287,21,4.6,42,16,8.98,8.98,56.7,4,56.7,4
VT,2003,3,348,287,21,4.2,47,14,6.69,6.69,46.4,8,46.4,9
VT,2003,4,347,292,21,3.8,48,13,7.27,7.27,55.5,6,55.5,6
VT,2004,1,347,288,21,4.6,44,16,9.76,9.76,61.8,7,61.8,7
VT,2004,2,347,292,21,3.8,48,13,6.91,6.91,52,6,52,6
VT,2004,3,349,292,21,3.3,50,11,4.84,4.84,42.4,10,42.4,10
VT,2004,4,346,297,21,3.1,51,11,5.53,5.53,51.8,6,51.8,6
VT,2005,1,346,292,21,4,51,14,9.24,9.24,66.5,4,66.5,4
VT,2005,2,348,294,21,3.5,49,12,6.39,6.39,52.9,5,52.9,5
VT,2005,3,353,294,21,3.2,48,11,4.71,4.71,41.6,8,41.6,8
VT,2005,4,352,299,21,3.2,49,11,5.61,5.61,50.2,6,50.2,6
VT,2006,1,353,295,22,4,43,14,9.57,9.57,67,4,67,4
VT,2006,2,354,297,21,3.6,41,13,6.63,6.63,51.3,4,51.3,4
VT,2006,3,358,295,22,3.7,40,13,4.94,4.94,37.8,13,37.8,13
VT,2006,4,357,302,22,3.5,40,12,5.95,5.95,48,11,48,11
VT,2007,1,354,296,22,4.4,31,16,9.47,9.47,60.2,7,60.2,7
VT,2007,2,353,297,22,4,34,14,7.01,7.01,50,6,50,6
VT,2007,3,354,296,22,3.7,37,13,4.96,4.96,37.5,17,37.5,17
VT,2007,4,352,301,22,3.6,37,13,6.25,6.25,49.5,10,49.5,10
VT,2008,1,351,296,22,4.7,33,16,10.34,10.34,63,7,63,7
VT,2008,2,353,297,22,4.4,35,16,7.75,7.75,49.7,8,49.7,8
VT,2008,3,356,295,22,4.5,41,16,6.18,6.18,38.7,14,38.7,14
VT,2008,4,356,298,22,4.6,44,16,8.86,8.86,54.4,5,54.4,6
WA,2003,1,"3,120","2,520",205,7.9,5,247,127.27,139.01,51.5,19,56.2,10
WA,2003,2,"3,124","2,586",207,7.3,5,227,106.92,115.31,47.1,12,50.8,9
WA,2003,3,"3,144","2,625",207,6.9,7,217,92.94,99.42,42.8,15,45.7,11
WA,2003,4,"3,157","2,601",207,6.8,7,214,100.74,107.39,47.2,11,50.3,10
WA,2004,1,"3,163","2,536",197,7.4,7,234,108.23,109.65,46.3,19,46.9,19
WA,2004,2,"3,175","2,633",193,6.2,8,197,76.71,76.73,38.9,18,38.9,18
WA,2004,3,"3,201","2,671",196,5.8,14,185,65.56,65.56,35.5,17,35.5,17
WA,2004,4,"3,219","2,661",199,5.9,10,188,69.82,69.83,37.1,19,37.1,19
WA,2005,1,"3,220","2,605",187,6.4,11,208,77.88,77.88,37.5,27,37.5,27
WA,2005,2,"3,248","2,701",190,5.5,14,179,58.11,58.11,32.4,23,32.4,23
WA,2005,3,"3,281","2,744",193,5.3,16,172,51.12,51.12,29.6,29,29.6,29
WA,2005,4,"3,290","2,738",195,5.2,14,172,57.25,57.25,33.4,28,33.4,28
WA,2006,1,"3,291","2,692",190,5.5,14,182,67.16,67.16,36.9,32,36.9,32
WA,2006,2,"3,313","2,784",193,4.9,18,162,50.27,50.27,31,28,31,28
WA,2006,3,"3,351","2,835",196,4.8,21,161,44.1,44.1,27.4,32,27.4,32
WA,2006,4,"3,366","2,812",198,4.7,13,157,55.05,55.05,35,26,35,26
WA,2007,1,"3,369","2,773",193,5.2,19,176,60.17,60.17,34.2,35,34.2,35
WA,2007,2,"3,383","2,863",196,4.4,22,147,46.43,46.43,31.5,31,31.5,31
WA,2007,3,"3,418","2,907",199,4.4,27,149,42.44,42.44,28.5,34,28.5,34
WA,2007,4,"3,436","2,887",203,4.5,20,154,53.85,53.85,34.9,30,34.9,30
WA,2008,1,"3,446","2,834",197,5.2,26,180,69.33,69.33,38.5,32,38.5,32
WA,2008,2,"3,465","2,898",199,4.9,28,168,59.07,59.07,35.1,26,35.1,26
WA,2008,3,"3,501","2,934",202,5.2,31,181,58.14,58.14,32.2,25,32.2,25
WA,2008,4,"3,484","2,857",204,5.7,31,200,90.89,90.89,45.4,14,45.4,14
,,,,,,,,,,,,,,
