State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
OH,2017,4,"5,804","5,342",225,4.3,14,250,53.33,53.33,21.3,36,21.3,36
OH,2018,1,"5,762","5,221",226,5,8,291,73.16,73.16,25.2,31,25.2,31
OH,2018,2,"5,838","5,350",226,4.5,10,265,49.54,49.55,18.7,37,18.7,37
OH,2018,3,"5,843","5,359",226,4.3,11,251,44.56,44.56,17.8,37,17.8,37
OH,2018,4,"5,838","5,379",227,4.1,12,241,46.04,46.04,19.1,39,19.1,39
OH,2019,1,"5,816","5,267",229,4.7,11,272,67.72,67.72,24.9,28,24.9,28
OH,2019,2,"5,865","5,384",229,3.9,15,228,45.36,45.36,19.9,34,19.9,34
OH,2019,3,"5,925","5,382",230,4.2,11,250,40.46,40.46,16.2,40,16.2,40
OH,2019,4,"5,912","5,407",231,3.9,11,228,47.12,47.12,20.7,37,20.7,37
OH,2020,1,"5,876","5,281",233,5.1,11,297,103.68,103.68,34.9,26,34.9,26
OH,2020,2,"5,602","4,734",233,13.5,12,756,551.94,551.94,73,40,73,40
OH,2020,3,"5,739","5,028",235,8.5,18,488,317.73,323.32,65.1,43,66.3,43
OH,2020,4,"5,730","5,125",237,5.9,27,339,152.63,170.6,45.1,36,50.4,36
OK,2015,1,"1,817","1,545",86,4.2,46,76,18.76,18.76,24.8,37,24.8,37
OK,2015,2,"1,841","1,552",87,4.4,38,81,22.88,22.88,28.1,27,28.1,27
OK,2015,3,"1,829","1,532",87,4.3,36,79,23.09,23.09,29.2,20,29.2,20
OK,2015,4,"1,829","1,560",87,4.3,33,78,22.27,22.27,28.5,25,28.5,25
OK,2016,1,"1,829","1,530",88,4.6,35,84,23.56,23.56,27.9,33,27.9,33
OK,2016,2,"1,833","1,533",88,4.7,28,86,24.73,24.73,28.7,25,28.7,25
OK,2016,3,"1,828","1,510",88,4.8,31,88,23,23,26,25,26,25
OK,2016,4,"1,823","1,538",88,4.4,27,80,19.99,19.99,24.9,30,24.9,30
OK,2017,1,"1,813","1,514",89,4.4,33,80,18.04,18.04,22.6,39,22.6,39
OK,2017,2,"1,825","1,538",89,4,28,73,15.58,15.58,21.2,33,21.2,33
OK,2017,3,"1,836","1,523",89,4,31,74,15.54,15.54,21.1,31,21.1,31
OK,2017,4,"1,831","1,556",90,3.7,32,67,15.36,15.36,22.8,34,22.8,34
OK,2018,1,"1,833","1,540",90,3.8,36,69,13.97,13.97,20.1,42,20.1,42
OK,2018,2,"1,836","1,559",89,3.3,35,61,13.47,13.47,22.2,30,22.2,30
OK,2018,3,"1,826","1,547",90,3,40,56,13.4,13.4,24.1,23,24.1,23
OK,2018,4,"1,830","1,582",90,3,36,54,12.74,12.74,23.4,27,23.4,27
OK,2019,1,"1,833","1,561",90,3.4,42,63,13.92,13.92,22.1,33,22.1,33
OK,2019,2,"1,839","1,578",90,3,36,55,13.8,13.8,25,25,25,25
OK,2019,3,"1,849","1,560",90,3.1,36,58,15.07,15.07,25.9,20,25.9,20
OK,2019,4,"1,852","1,591",91,3,29,56,16.02,16.02,28.8,24,28.8,24
OK,2020,1,"1,836","1,561",91,3.4,41,62,20.17,20.17,32.7,28,32.7,28
OK,2020,2,"1,821","1,448",91,10.2,34,185,148.2,148.2,80,35,80,35
OK,2020,3,"1,851","1,470",91,6.5,37,121,117.39,119.38,97.2,22,98.8,22
OK,2020,4,"1,863","1,518",93,5.2,30,96,52.44,57.61,54.4,28,59.8,29
OR,2015,1,"1,946","1,712",116,6.1,20,119,40.56,40.56,34.2,23,34.2,23
OR,2015,2,"1,972","1,765",118,5.5,23,108,31.92,31.92,29.5,21,29.5,21
OR,2015,3,"1,998","1,770",120,5.4,23,108,29.73,29.73,27.5,25,27.5,25
OR,2015,4,"2,002","1,791",121,4.9,21,98,31.94,31.94,32.7,20,32.7,20
OR,2016,1,"2,016","1,769",122,5.2,25,104,36.31,36.31,34.9,23,34.9,23
OR,2016,2,"2,040","1,822",124,4.8,23,97,27.97,27.97,28.7,25,28.7,25
OR,2016,3,"2,064","1,819",125,4.9,26,101,26.51,26.51,26.2,24,26.2,24
OR,2016,4,"2,052","1,840",127,4.1,31,84,28.14,28.14,33.4,16,33.4,16
OR,2017,1,"2,042","1,812",126,4.3,35,89,34.96,34.96,39.4,18,39.4,18
OR,2017,2,"2,078","1,867",127,3.8,31,79,26.95,26.95,34.2,16,34.2,16
OR,2017,3,"2,104","1,863",128,4.3,28,90,25.39,25.39,28.2,17,28.2,17
OR,2017,4,"2,078","1,880",130,3.8,28,79,26.62,26.62,33.7,17,33.7,17
OR,2018,1,"2,071","1,859",131,4.4,24,90,32.28,32.28,35.7,18,35.7,18
OR,2018,2,"2,077","1,901",132,3.7,27,78,25.82,25.82,33.2,17,33.2,17
OR,2018,3,"2,088","1,896",134,4,18,84,23.6,23.6,28,17,28,17
OR,2018,4,"2,084","1,916",134,3.9,15,81,26.58,26.58,32.6,18,32.6,18
OR,2019,1,"2,087","1,890",134,4.6,15,96,30.91,30.91,32.2,22,32.2,22
OR,2019,2,"2,086","1,933",136,3.6,19,75,25.96,25.96,34.4,14,34.4,14
OR,2019,3,"2,103","1,928",135,3.7,21,78,25.46,25.46,32.5,13,32.5,13
OR,2019,4,"2,091","1,949",135,2.9,35,61,26.12,26.12,43.1,9,43.1,9
OR,2020,1,"2,080","1,917",136,4.2,25,87,39.13,39.13,45.1,18,45.1,18
OR,2020,2,"2,076","1,710",135,11.7,23,244,248.36,248.36,101.9,17,101.9,17
OR,2020,3,"2,134","1,784",137,8.2,24,176,161.33,163.33,91.7,27,92.8,27
OR,2020,4,"2,139","1,817",140,6.2,23,132,84.96,92.52,64.2,17,69.9,18
PA,2015,1,"6,364","5,487",303,5.9,25,375,185.13,185.13,49.3,7,49.3,7
PA,2015,2,"6,440","5,630",300,5.3,24,344,134.45,134.45,39,7,39,7
PA,2015,3,"6,461","5,603",308,5.5,21,353,137.92,137.92,39,5,39,5
PA,2015,4,"6,428","5,663",303,4.9,21,314,131.25,131.25,41.8,8,41.8,8
PA,2016,1,"6,443","5,540",303,5.6,17,362,178.24,178.24,49.2,9,49.2,9
PA,2016,2,"6,479","5,667",314,5.2,16,340,133.37,133.37,39.3,9,39.3,9
PA,2016,3,"6,503","5,653",314,5.6,13,364,132.15,132.15,36.3,8,36.3,8
PA,2016,4,"6,411","5,704",300,4.9,16,312,115.44,115.44,37.1,11,37.1,11
PA,2017,1,"6,471","5,595",303,5.5,11,358,156.15,156.15,43.6,14,43.6,14
PA,2017,2,"6,500","5,727",303,4.8,13,312,113.74,113.74,36.4,14,36.4,14
PA,2017,3,"6,524","5,715",306,5.2,8,336,118.89,118.89,35.3,8,35.3,8
PA,2017,4,"6,447","5,772",291,4.4,12,286,113.49,113.49,39.6,13,39.6,13
PA,2018,1,"6,454","5,667",300,5.1,6,326,141.13,141.13,43.2,14,43.2,14
PA,2018,2,"6,506","5,797",304,4.3,12,277,105.26,105.26,38,11,38,11
PA,2018,3,"6,555","5,781",308,4.5,10,297,113.82,113.82,38.3,7,38.3,7
PA,2018,4,"6,524","5,839",302,3.8,16,251,99.09,99.09,39.5,12,39.5,12
PA,2019,1,"6,543","5,732",305,4.7,11,306,136.2,136.2,44.6,11,44.6,11
PA,2019,2,"6,552","5,852",308,4,12,264,98.6,98.6,37.4,10,37.4,10
PA,2019,3,"6,625","5,836",310,4.6,10,303,107.34,107.34,35.4,9,35.4,9
PA,2019,4,"6,586","5,890",312,4,10,267,101.75,101.75,38.2,15,38.2,15
PA,2020,1,"6,537","5,762",316,4.9,13,322,159.05,159.05,49.4,13,49.4,13
PA,2020,2,"6,410","4,984",318,13.3,13,854,925.54,925.54,108.3,15,108.3,15
PA,2020,3,"6,568","5,332",324,9.7,13,639,618.24,632.25,96.8,23,98.9,21
PA,2020,4,"6,510","5,472",329,7.5,10,491,327.36,352.89,66.7,13,71.9,15
PR,2015,1,"1,130",886,49,11.5,2,130,23.74,23.74,18.3,44,18.3,44
PR,2015,2,"1,107",880,49,12.5,2,138,24.19,24.19,17.5,40,17.5,40
PR,2015,3,"1,110",868,49,11.9,2,132,32.42,32.42,24.6,29,24.6,29
PR,2015,4,"1,134",897,49,12,2,137,25.27,25.27,18.5,40,18.5,40
PR,2016,1,"1,124",878,49,11.6,2,131,21.46,21.46,16.4,46,16.4,46
PR,2016,2,"1,118",875,49,11.2,2,125,21.39,21.39,17.2,41,17.2,41
PR,2016,3,"1,112",865,49,12.5,2,139,24.4,24.4,17.5,40,17.5,40
PR,2016,4,"1,111",895,50,11.8,2,131,20.83,20.83,15.9,42,15.9,42
PR,2017,1,"1,125",872,50,11.3,2,127,20.17,20.17,15.9,44,15.9,44
PR,2017,2,"1,095",864,50,10.4,2,114,21.97,21.97,19.3,37,19.3,37
PR,2017,3,"1,084",843,50,11.1,2,120,27.32,27.32,22.7,28,22.7,28
PR,2017,4,"1,082",842,50,10.6,2,115,35.43,35.43,30.9,19,30.9,19
PR,2018,1,"1,081",835,50,10.2,2,110,28.03,28.03,25.4,30,25.4,30
PR,2018,2,"1,086",841,51,9.3,2,101,16.08,16.08,15.9,44,15.9,44
PR,2018,3,"1,082",837,51,9.1,2,99,16.22,16.22,16.4,40,16.4,40
PR,2018,4,"1,078",865,51,8.2,2,88,13.47,13.47,15.3,44,15.3,44
PR,2019,1,"1,079",854,52,8.7,2,94,12.37,12.37,13.1,47,13.1,47
PR,2019,2,"1,108",856,52,7.9,2,87,12.68,12.68,14.5,44,14.5,44
PR,2019,3,"1,102",850,52,7.7,2,85,17.58,17.58,20.7,32,20.7,32
PR,2019,4,"1,074",879,52,8.9,2,96,15.02,15.02,15.7,43,15.7,43
PR,2020,1,702,858,53,8.7,2,61,16.63,16.63,27.2,38,27.2,38
PR,2020,2,745,755,53,9,44,67,149.36,149.36,221.6,2,221.6,2
PR,2020,3,"1,132",798,53,8.4,20,95,158.77,158.78,167.2,4,167.2,5
PR,2020,4,"1,116",841,54,9.5,4,106,54.11,55.91,51,32,52.7,33
,,,,,,,,,,,,,,
