State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
AZ,2011,2,"3,049","2,317",122,9.5,15,289,65.24,78.69,22.6,38,27.3,36
AZ,2011,3,"3,055","2,284",122,9.8,14,300,69.61,69.67,23.2,33,23.2,45
AZ,2011,4,"3,050","2,382",122,8.8,16,268,55.46,55.46,20.7,46,20.7,50
AZ,2012,1,"3,042","2,365",121,8.5,24,259,51.69,51.7,20,49,20,51
AZ,2012,2,"3,051","2,362",122,8.3,17,253,54.34,54.34,21.5,39,21.5,42
AZ,2012,3,"3,062","2,334",122,8.7,15,266,55.34,55.34,20.8,40,20.8,40
AZ,2012,4,"3,062","2,434",123,7.9,17,241,37.98,37.99,15.8,52,15.8,52
AZ,2013,1,"3,051","2,422",122,7.9,22,242,35.09,35.1,14.5,53,14.5,53
AZ,2013,2,"3,060","2,417",123,7.8,15,240,39.34,39.34,16.4,49,16.4,49
AZ,2013,3,"3,077","2,390",123,8.2,11,251,42.92,42.92,17.1,47,17.1,47
AZ,2013,4,"3,070","2,497",123,7.3,11,224,34.93,34.94,15.6,50,15.6,50
AZ,2014,1,"3,087","2,477",123,7.1,20,218,34.56,34.56,15.9,51,15.9,51
AZ,2014,2,"3,100","2,466",124,6.7,12,207,38.15,38.15,18.4,46,18.4,46
AZ,2014,3,"3,131","2,441",124,7.1,10,224,39.49,39.49,17.7,44,17.7,44
AZ,2014,4,"3,156","2,555",124,6.4,9,201,29.68,29.68,14.8,47,14.8,47
CA,2009,1,"18,309","14,522","1,215",10.9,7,"1,989",773.32,773.34,38.9,38,38.9,38
CA,2009,2,"18,323","14,518","1,199",11.2,7,"2,050",842.13,902.49,41.1,33,44,30
CA,2009,3,"18,365","14,186","1,201",12,5,"2,206",811.07,942.62,36.8,31,42.7,27
CA,2009,4,"18,227","14,283","1,220",12.1,5,"2,207",750.08,863.21,34,31,39.1,31
CA,2010,1,"18,292","13,970","1,222",13,5,"2,385",758.35,822.68,31.8,34,34.5,33
CA,2010,2,"18,366","14,262","1,194",12.2,5,"2,233",696.23,726.29,31.2,30,32.5,30
CA,2010,3,"18,458","14,112","1,191",12.5,4,"2,300",637.62,768.32,27.7,32,33.4,28
CA,2010,4,"18,366","14,337","1,213",12.3,4,"2,250",602.53,759.45,26.8,30,33.8,29
CA,2011,1,"18,321","14,106","1,188",12.5,4,"2,283",636.98,794.5,27.9,35,34.8,31
CA,2011,2,"18,339","14,341","1,220",11.8,4,"2,160",564.43,686.66,26.1,31,31.8,27
CA,2011,3,"18,491","14,284","1,233",12,4,"2,225",538.05,639.37,24.2,31,28.7,24
CA,2011,4,"18,476","14,510","1,259",11.2,4,"2,076",515.34,611.33,24.8,33,29.4,30
CA,2012,1,"18,409","14,345","1,260",11.4,4,"2,095",579.93,670.5,27.7,33,32,33
CA,2012,2,"18,437","14,654","1,285",10.5,4,"1,942",516.13,576.1,26.6,28,29.7,25
CA,2012,3,"18,543","14,718","1,290",10.5,4,"1,946",489.15,489.91,25.1,27,25.2,26
CA,2012,4,"18,550","14,979","1,310",9.7,4,"1,793",483.82,483.93,27,27,27,27
CA,2013,1,"18,529","14,831","1,309",9.9,5,"1,829",520.8,520.84,28.5,30,28.5,30
CA,2013,2,"18,565","15,152","1,325",9,6,"1,662",473.19,473.23,28.5,22,28.5,22
CA,2013,3,"18,651","15,157","1,211",9,5,"1,680",459.81,460.15,27.4,23,27.4,23
CA,2013,4,"18,517","15,417","1,238",8.3,6,"1,539",454.52,454.54,29.5,24,29.5,24
CA,2014,1,"18,590","15,243","1,209",8.4,6,"1,570",518.21,518.22,33,25,33,25
CA,2014,2,"18,601","15,577","1,232",7.4,6,"1,374",465.52,465.53,33.9,14,33.9,14
CA,2014,3,"18,754","15,597","1,249",7.6,6,"1,423",411.2,411.2,28.9,13,28.9,13
CA,2014,4,"18,762","15,850","1,256",6.8,5,"1,281",397.06,397.06,31,22,31,22
CO,2009,1,"2,728","2,166",157,7.5,37,205,65.84,65.84,32.1,48,32.1,48
CO,2009,2,"2,746","2,155",154,8,30,220,75.89,75.9,34.5,48,34.5,48
CO,2009,3,"2,743","2,143",154,7.9,33,217,72.72,81.05,33.5,37,37.4,38
CO,2009,4,"2,706","2,128",154,8.1,32,219,71.31,80.49,32.6,33,36.8,34
CO,2010,1,"2,702","2,087",149,9.5,29,258,78.16,81.5,30.3,39,31.6,37
CO,2010,2,"2,716","2,122",149,9,24,245,70.25,77.9,28.7,33,31.8,32
CO,2010,3,"2,730","2,136",150,8.9,24,244,60.2,80.53,24.7,39,33,29
CO,2010,4,"2,715","2,138",151,9.2,20,249,57.01,76.96,22.9,42,30.9,33
CO,2011,1,"2,703","2,114",148,9.3,26,252,63.7,77.41,25.3,41,30.7,36
CO,2011,2,"2,719","2,157",146,8.7,22,237,54.57,62.39,23.1,36,26.4,39
CO,2011,3,"2,748","2,178",148,8.4,24,232,46.89,57.25,20.2,43,24.7,37
CO,2011,4,"2,751","2,182",149,8.2,21,227,47.97,58.44,21.2,43,25.8,38
CO,2012,1,"2,733","2,162",147,8.7,21,239,55.17,66.79,23.1,42,28,38
CO,2012,2,"2,745","2,208",148,8.2,19,225,47.05,53.63,20.9,41,23.8,37
CO,2012,3,"2,761","2,231",149,7.7,24,214,41.83,42.76,19.6,45,20,44
CO,2012,4,"2,758","2,246",151,7.2,23,199,42.34,42.61,21.2,42,21.4,42
CO,2013,1,"2,753","2,229",150,7.6,31,209,47.71,47.81,22.8,37,22.8,37
CO,2013,2,"2,766","2,277",152,6.9,27,191,41.5,41.53,21.7,37,21.7,37
CO,2013,3,"2,784","2,305",151,6.5,31,181,38.06,38.08,21.1,37,21.1,37
CO,2013,4,"2,762","2,318",154,6,32,165,39.23,39.24,23.8,32,23.8,32
CO,2014,1,"2,779","2,305",153,6.2,35,173,48.99,48.99,28.4,32,28.4,32
CO,2014,2,"2,796","2,358",154,5.2,37,145,38.65,38.65,26.7,28,26.7,28
CO,2014,3,"2,818","2,391",155,4.5,40,128,30.81,30.81,24.1,27,24.1,27
CO,2014,4,"2,810","2,406",158,4,40,113,30.98,30.98,27.3,27,27.3,27
CT,2009,1,"1,870","1,603",99,7.9,35,148,88.68,88.68,59.9,9,59.9,9
CT,2009,2,"1,889","1,608",98,8,30,151,86.91,96.83,57.7,6,64.3,6
CT,2009,3,"1,909","1,575",98,8.7,24,165,86.76,96.31,52.5,4,58.3,6
CT,2009,4,"1,884","1,598",98,8.7,26,164,86.3,93.23,52.6,6,56.8,5
CT,2010,1,"1,881","1,541",97,10.1,25,191,86.86,86.86,45.6,16,45.6,16
CT,2010,2,"1,915","1,585",97,9.4,22,181,68.41,84.65,37.8,18,46.8,8
CT,2010,3,"1,936","1,573",97,9.6,20,186,66.2,79,35.6,14,42.5,12
CT,2010,4,"1,914","1,606",97,9.2,20,175,59.15,77.15,33.7,21,44,10
CT,2011,1,"1,901","1,565",96,9.8,17,186,73.34,93.55,39.4,15,50.3,9
CT,2011,2,"1,915","1,606",96,9.1,20,173,57.57,69.28,33.2,14,40,11
CT,2011,3,"1,929","1,589",97,9.1,20,175,57.49,68.91,32.8,12,39.4,8
CT,2011,4,"1,913","1,617",96,8.1,23,156,52.08,62.57,33.5,15,40.2,9
CT,2012,1,"1,892","1,586",96,8.8,19,166,67.32,77.54,40.6,12,46.7,9
CT,2012,2,"1,900","1,620",97,8.3,17,157,52.72,58.39,33.6,10,37.2,10
CT,2012,3,"1,891","1,602",97,8.6,18,162,57.09,57.09,35.2,7,35.2,7
CT,2012,4,"1,867","1,635",97,7.8,19,147,55.7,55.7,38,10,38,10
CT,2013,1,"1,851","1,593",97,8.7,14,161,62.96,62.96,39.2,12,39.2,12
CT,2013,2,"1,870","1,637",98,8,13,150,51.14,51.14,34,13,34,13
CT,2013,3,"1,888","1,620",98,8,13,151,52.16,52.16,34.5,7,34.5,7
CT,2013,4,"1,861","1,642",99,7.1,14,132,48.23,48.24,36.6,13,36.6,13
CT,2014,1,"1,867","1,604",99,7.5,15,141,62.59,62.59,44.5,11,44.5,11
CT,2014,2,"1,888","1,649",99,6.6,13,124,46.98,46.98,38,8,38,8
CT,2014,3,"1,908","1,634",99,6.7,17,128,46.38,46.38,36.3,6,36.3,6
CT,2014,4,"1,893","1,658",100,5.7,22,108,42.2,42.2,39,10,39,10
DC,2009,1,336,481,28,9.2,18,31,13.47,13.47,43.7,30,43.7,30
DC,2009,2,336,483,28,9.7,16,32,15.47,17.66,47.7,23,54.5,16
DC,2009,3,342,480,28,10.7,11,37,17.54,21.74,48,10,59.5,5
DC,2009,4,339,483,29,10.5,13,36,15.82,18.21,44.5,15,51.2,9
DC,2010,1,342,475,29,10.5,20,36,13.42,13.45,37.3,28,37.4,31
DC,2010,2,349,487,29,9.5,20,33,12.24,14.2,37.1,19,43,13
DC,2010,3,349,483,28,10.1,13,35,13.63,16.05,38.6,9,45.5,7
DC,2010,4,347,485,29,9.8,13,34,12.37,15.66,36.4,12,46.1,8
DC,2011,1,351,486,29,10.1,14,35,13.29,16.67,37.6,19,47.1,13
DC,2011,2,351,496,29,10.1,8,36,11.73,15.17,33,18,42.7,6
DC,2011,3,355,495,29,10.7,6,38,12.76,15.97,33.6,9,42,6
DC,2011,4,352,500,30,9.8,6,34,12.78,15.66,37.2,8,45.6,5
DC,2012,1,357,499,29,9.6,10,34,12.85,15.68,37.6,16,45.8,10
DC,2012,2,363,506,29,8.8,13,32,11,13.41,34.5,8,42.1,5
DC,2012,3,369,505,29,9.1,9,34,12.24,12.24,36.4,6,36.4,6
DC,2012,4,372,515,30,8.4,10,31,11.76,11.76,37.5,11,37.5,11
DC,2013,1,374,508,30,8.8,11,33,11.63,11.63,35.3,17,35.3,17
DC,2013,2,375,519,31,8.3,10,31,10.72,10.72,34.5,12,34.5,12
DC,2013,3,375,521,30,8.7,8,33,12.24,12.25,37.5,5,37.5,5
DC,2013,4,372,527,30,8,7,30,12.85,12.85,43.2,4,43.2,4
DC,2014,1,375,523,30,8.1,8,30,11.46,11.46,37.9,16,37.9,16
DC,2014,2,377,534,31,7.4,6,28,10.03,10.03,36.1,10,36.1,10
DC,2014,3,383,533,31,8.2,3,31,10.54,10.54,33.8,8,33.8,8
DC,2014,4,384,540,31,7.3,4,28,9.4,9.4,33.8,16,33.8,16
DE,2009,1,444,395,26,8.1,28,36,18.38,18.38,50.9,20,50.9,21
DE,2009,2,443,400,26,8.2,27,36,17.4,17.4,47.8,22,47.8,25
DE,2009,3,436,397,26,8.6,25,37,15.56,16.97,41.6,23,45.3,21
DE,2009,4,430,394,26,8.5,27,37,14.67,16.54,39.9,25,45,18
DE,2010,1,430,380,26,9.5,29,41,17.46,18.01,42.7,19,44,19
DE,2010,2,437,394,26,8.5,27,37,14.69,15.13,39.5,13,40.7,18
DE,2010,3,440,400,26,8.6,26,38,12.74,14.74,33.6,19,38.8,15
DE,2010,4,439,398,26,8,29,35,11.48,13.91,32.6,23,39.6,17
DE,2011,1,441,388,26,8.3,33,37,13.65,15.93,37.3,20,43.5,18
DE,2011,2,444,400,26,7.5,36,34,9.87,11.17,29.5,25,33.3,21
DE,2011,3,445,401,26,7.7,30,34,11.37,12.86,33,10,37.4,10
DE,2011,4,446,399,25,6.8,35,30,10.97,12.66,36,11,41.6,7
DE,2012,1,444,390,25,7.3,34,33,12.53,13.59,38.4,14,41.7,16
DE,2012,2,448,400,26,6.9,35,31,9.33,9.63,30.1,18,31,18
DE,2012,3,446,403,26,7.3,26,33,9.66,9.66,29.6,17,29.6,17
DE,2012,4,446,404,26,6.6,33,30,9.64,9.65,32.6,21,32.6,22
DE,2013,1,442,395,26,7.4,33,33,10.06,10.06,30.7,26,30.7,26
DE,2013,2,444,408,26,6.7,32,30,8.46,8.46,28.5,22,28.5,22
DE,2013,3,444,412,26,6.6,30,29,9.06,9.06,30.9,13,30.9,13
DE,2013,4,444,415,26,5.7,37,26,8.52,8.52,33.4,16,33.4,16
DE,2014,1,447,405,27,6.3,33,28,10.6,10.6,37.5,18,37.5,18
DE,2014,2,452,419,27,5.6,32,25,7.7,7.7,30.5,20,30.5,20
DE,2014,3,455,423,27,5.7,31,26,7.36,7.36,28.1,14,28.1,14
DE,2014,4,457,426,27,4.7,35,22,6.9,6.9,32,18,32,18
FL,2009,1,"8,954","7,222",489,8.2,27,735,272.51,272.52,37.1,42,37.1,42
FL,2009,2,"8,994","7,083",476,9.1,21,820,302.2,302.21,36.8,40,36.8,44
FL,2009,3,"9,038","6,865",468,10.4,17,939,313.18,418.4,33.3,38,44.6,24
FL,2009,4,"8,966","7,027",464,10.6,11,948,265.47,307.99,28,44,32.5,41
FL,2010,1,"8,973","6,981",468,10.9,16,979,233.96,236.72,23.9,52,24.2,53
FL,2010,2,"9,146","6,988",459,10.6,9,968,217.39,256.94,22.5,48,26.6,43
FL,2010,3,"9,247","6,851",457,11.1,8,"1,027",231.05,302.89,22.5,44,29.5,36
FL,2010,4,"9,223","7,065",457,10.8,7,993,203.28,266.06,20.5,49,26.8,45
FL,2011,1,"9,189","7,054",463,10.4,10,955,186.38,244.47,19.5,52,25.6,47
FL,2011,2,"9,264","7,074",455,10.1,8,932,162.45,209.02,17.4,51,22.4,46
FL,2011,3,"9,312","6,950",454,10.2,11,953,161.34,198.68,16.9,52,20.8,50
FL,2011,4,"9,276","7,164",453,9.3,11,865,135.01,170.03,15.6,52,19.6,51
FL,2012,1,"9,238","7,183",465,9,16,831,126.62,156.23,15.2,53,18.8,53
FL,2012,2,"9,341","7,205",470,8.7,14,809,125.75,141.62,15.5,51,17.5,51
FL,2012,3,"9,394","7,096",469,8.9,14,833,137.61,137.68,16.5,51,16.5,51
FL,2012,4,"9,369","7,341",473,8,16,754,122.37,122.4,16.2,51,16.2,51
FL,2013,1,"9,329","7,349",478,7.9,22,739,110.1,110.11,14.9,52,14.9,52
FL,2013,2,"9,429","7,370",486,7.5,20,710,105.39,105.39,14.8,52,14.9,52
FL,2013,3,"9,483","7,294",486,7.7,17,728,113.09,113.1,15.5,52,15.5,52
FL,2013,4,"9,418","7,541",488,7,17,657,98.32,98.33,15,52,15,52
FL,2014,1,"9,466","7,552",489,6.8,24,644,93.39,93.39,14.5,53,14.5,53
FL,2014,2,"9,542","7,598",493,6.4,20,607,87.22,87.22,14.4,50,14.4,50
FL,2014,3,"9,606","7,539",491,6.7,17,641,88.62,88.62,13.8,49,13.8,49
FL,2014,4,"9,572","7,808",497,5.9,18,567,71.66,71.66,12.6,52,12.6,52
,,,,,,,,,,,,,,
