,State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,Unnamed: 7,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,Unnamed: 12,Recipiency Rates All Programs ,Unnamed: 14
851,UT,2005.0,4.0,1303,"1,107",63.0,3.3,48,43.0,9.06,9.06,21.0,48,21.0,48
852,UT,2006.0,1.0,1306,"1,100",63.0,3.6,47,47.0,11.58,11.58,24.7,47,24.7,47
853,UT,2006.0,2.0,1323,"1,132",65.0,3.0,48,39.0,7.46,7.46,19.0,50,19.0,50
854,UT,2006.0,3.0,1344,"1,143",66.0,2.7,51,36.0,6.71,6.71,18.5,51,18.5,51
855,UT,2006.0,4.0,1359,"1,163",67.0,2.2,52,30.0,7.75,7.75,26.3,43,26.3,43
856,UT,2007.0,1.0,1362,"1,158",68.0,2.7,51,37.0,9.95,9.95,27.2,43,27.2,43
857,UT,2007.0,2.0,1372,"1,187",69.0,2.5,53,34.0,6.72,6.72,19.7,51,19.7,51
858,UT,2007.0,3.0,1386,"1,189",70.0,2.6,50,36.0,6.79,6.79,18.9,52,18.9,52
859,UT,2007.0,4.0,1391,"1,201",71.0,2.5,52,35.0,9.38,9.38,26.9,42,26.9,42
860,UT,2008.0,1.0,1384,"1,179",70.0,3.2,51,44.0,15.07,15.07,34.4,38,34.4,38
861,UT,2008.0,2.0,1386,"1,194",71.0,3.0,50,42.0,11.57,11.57,27.6,41,27.6,41
862,UT,2008.0,3.0,1389,"1,189",71.0,3.3,49,46.0,12.72,12.72,27.5,40,27.5,40
863,UT,2008.0,4.0,1383,"1,182",71.0,3.8,49,53.0,20.54,20.54,38.8,29,38.8,29
864,VA,2003.0,1.0,3750,"3,202",166.0,4.7,48,176.0,64.56,64.56,36.7,38,36.7,38
865,VA,2003.0,2.0,3782,"3,272",166.0,4.3,49,164.0,54.7,54.7,33.3,34,33.3,34
866,VA,2003.0,3.0,3788,"3,270",167.0,4.3,45,163.0,50.0,50.0,30.6,40,30.6,40
867,VA,2003.0,4.0,3771,"3,309",168.0,4.0,45,149.0,44.07,44.07,29.5,42,29.5,42
868,VA,2004.0,1.0,3781,"3,262",170.0,4.5,48,171.0,49.92,49.93,29.1,45,29.1,45
869,VA,2004.0,2.0,3819,"3,355",171.0,4.1,45,158.0,37.28,37.28,23.7,48,23.7,48
870,VA,2004.0,3.0,3834,"3,360",172.0,4.0,44,153.0,35.34,35.34,23.1,49,23.1,49
871,VA,2004.0,4.0,3824,"3,400",173.0,3.7,45,143.0,33.13,33.13,23.2,47,23.2,47
872,VA,2005.0,1.0,3837,"3,352",175.0,4.2,47,161.0,40.71,40.71,25.4,45,25.4,45
873,VA,2005.0,2.0,3921,"3,439",176.0,3.9,43,154.0,32.36,32.36,21.0,47,21.0,47
874,VA,2005.0,3.0,3949,"3,445",176.0,3.8,42,151.0,30.77,30.77,20.4,46,20.4,46
875,VA,2005.0,4.0,3920,"3,470",177.0,3.4,43,135.0,29.21,29.21,21.7,45,21.7,45
876,VA,2006.0,1.0,3930,"3,428",180.0,3.6,47,143.0,36.47,36.47,25.5,46,25.5,46
877,VA,2006.0,2.0,3982,"3,503",181.0,3.3,44,130.0,29.39,29.39,22.6,45,22.6,45
878,VA,2006.0,3.0,4005,"3,485",180.0,3.4,43,136.0,31.06,31.06,22.8,43,22.8,43
879,VA,2006.0,4.0,3990,"3,512",181.0,3.0,44,119.0,32.53,32.53,27.3,38,27.3,38
880,VA,2007.0,1.0,3999,"3,467",185.0,3.5,47,139.0,37.37,37.37,26.8,44,26.8,44
881,VA,2007.0,2.0,4040,"3,540",187.0,3.1,44,125.0,31.89,31.89,25.5,44,25.5,44
882,VA,2007.0,3.0,4064,"3,520",186.0,3.3,44,132.0,32.52,32.52,24.6,44,24.6,44
883,VA,2007.0,4.0,4055,"3,539",187.0,3.3,44,135.0,32.82,32.82,24.4,48,24.4,48
884,VA,2008.0,1.0,4075,"3,479",189.0,4.0,43,163.0,43.47,43.47,26.7,47,26.7,47
885,VA,2008.0,2.0,4144,"3,536",190.0,3.9,44,162.0,39.3,39.3,24.3,47,24.3,47
886,VA,2008.0,3.0,4166,"3,508",190.0,4.4,42,185.0,41.32,41.32,22.4,49,22.4,49
887,VA,2008.0,4.0,4129,"3,501",189.0,4.7,42,194.0,54.21,54.21,28.0,48,28.0,48
888,VT,2003.0,1.0,345,286,21.0,5.0,43,17.0,11.81,11.81,68.7,4,68.7,4
889,VT,2003.0,2.0,346,287,21.0,4.6,42,16.0,8.98,8.98,56.7,4,56.7,4
890,VT,2003.0,3.0,348,287,21.0,4.2,47,14.0,6.69,6.69,46.4,8,46.4,9
891,VT,2003.0,4.0,347,292,21.0,3.8,48,13.0,7.27,7.27,55.5,6,55.5,6
892,VT,2004.0,1.0,347,288,21.0,4.6,44,16.0,9.76,9.76,61.8,7,61.8,7
893,VT,2004.0,2.0,347,292,21.0,3.8,48,13.0,6.91,6.91,52.0,6,52.0,6
894,VT,2004.0,3.0,349,292,21.0,3.3,50,11.0,4.84,4.84,42.4,10,42.4,10
895,VT,2004.0,4.0,346,297,21.0,3.1,51,11.0,5.53,5.53,51.8,6,51.8,6
896,VT,2005.0,1.0,346,292,21.0,4.0,51,14.0,9.24,9.24,66.5,4,66.5,4
897,VT,2005.0,2.0,348,294,21.0,3.5,49,12.0,6.39,6.39,52.9,5,52.9,5
898,VT,2005.0,3.0,353,294,21.0,3.2,48,11.0,4.71,4.71,41.6,8,41.6,8
899,VT,2005.0,4.0,352,299,21.0,3.2,49,11.0,5.61,5.61,50.2,6,50.2,6
900,VT,2006.0,1.0,353,295,22.0,4.0,43,14.0,9.57,9.57,67.0,4,67.0,4
901,VT,2006.0,2.0,354,297,21.0,3.6,41,13.0,6.63,6.63,51.3,4,51.3,4
902,VT,2006.0,3.0,358,295,22.0,3.7,40,13.0,4.94,4.94,37.8,13,37.8,13
903,VT,2006.0,4.0,357,302,22.0,3.5,40,12.0,5.95,5.95,48.0,11,48.0,11
904,VT,2007.0,1.0,354,296,22.0,4.4,31,16.0,9.47,9.47,60.2,7,60.2,7
905,VT,2007.0,2.0,353,297,22.0,4.0,34,14.0,7.01,7.01,50.0,6,50.0,6
906,VT,2007.0,3.0,354,296,22.0,3.7,37,13.0,4.96,4.96,37.5,17,37.5,17
907,VT,2007.0,4.0,352,301,22.0,3.6,37,13.0,6.25,6.25,49.5,10,49.5,10
908,VT,2008.0,1.0,351,296,22.0,4.7,33,16.0,10.34,10.34,63.0,7,63.0,7
909,VT,2008.0,2.0,353,297,22.0,4.4,35,16.0,7.75,7.75,49.7,8,49.7,8
910,VT,2008.0,3.0,356,295,22.0,4.5,41,16.0,6.18,6.18,38.7,14,38.7,14
911,VT,2008.0,4.0,356,298,22.0,4.6,44,16.0,8.86,8.86,54.4,5,54.4,6
912,WA,2003.0,1.0,3120,"2,520",205.0,7.9,5,247.0,127.27,139.01,51.5,19,56.2,10
913,WA,2003.0,2.0,3124,"2,586",207.0,7.3,5,227.0,106.92,115.31,47.1,12,50.8,9
914,WA,2003.0,3.0,3144,"2,625",207.0,6.9,7,217.0,92.94,99.42,42.8,15,45.7,11
915,WA,2003.0,4.0,3157,"2,601",207.0,6.8,7,214.0,100.74,107.39,47.2,11,50.3,10
916,WA,2004.0,1.0,3163,"2,536",197.0,7.4,7,234.0,108.23,109.65,46.3,19,46.9,19
917,WA,2004.0,2.0,3175,"2,633",193.0,6.2,8,197.0,76.71,76.73,38.9,18,38.9,18
918,WA,2004.0,3.0,3201,"2,671",196.0,5.8,14,185.0,65.56,65.56,35.5,17,35.5,17
919,WA,2004.0,4.0,3219,"2,661",199.0,5.9,10,188.0,69.82,69.83,37.1,19,37.1,19
920,WA,2005.0,1.0,3220,"2,605",187.0,6.4,11,208.0,77.88,77.88,37.5,27,37.5,27
921,WA,2005.0,2.0,3248,"2,701",190.0,5.5,14,179.0,58.11,58.11,32.4,23,32.4,23
922,WA,2005.0,3.0,3281,"2,744",193.0,5.3,16,172.0,51.12,51.12,29.6,29,29.6,29
923,WA,2005.0,4.0,3290,"2,738",195.0,5.2,14,172.0,57.25,57.25,33.4,28,33.4,28
924,WA,2006.0,1.0,3291,"2,692",190.0,5.5,14,182.0,67.16,67.16,36.9,32,36.9,32
925,WA,2006.0,2.0,3313,"2,784",193.0,4.9,18,162.0,50.27,50.27,31.0,28,31.0,28
926,WA,2006.0,3.0,3351,"2,835",196.0,4.8,21,161.0,44.1,44.1,27.4,32,27.4,32
927,WA,2006.0,4.0,3366,"2,812",198.0,4.7,13,157.0,55.05,55.05,35.0,26,35.0,26
928,WA,2007.0,1.0,3369,"2,773",193.0,5.2,19,176.0,60.17,60.17,34.2,35,34.2,35
929,WA,2007.0,2.0,3383,"2,863",196.0,4.4,22,147.0,46.43,46.43,31.5,31,31.5,31
930,WA,2007.0,3.0,3418,"2,907",199.0,4.4,27,149.0,42.44,42.44,28.5,34,28.5,34
931,WA,2007.0,4.0,3436,"2,887",203.0,4.5,20,154.0,53.85,53.85,34.9,30,34.9,30
932,WA,2008.0,1.0,3446,"2,834",197.0,5.2,26,180.0,69.33,69.33,38.5,32,38.5,32
933,WA,2008.0,2.0,3465,"2,898",199.0,4.9,28,168.0,59.07,59.07,35.1,26,35.1,26
934,WA,2008.0,3.0,3501,"2,934",202.0,5.2,31,181.0,58.14,58.14,32.2,25,32.2,25
935,WA,2008.0,4.0,3484,"2,857",204.0,5.7,31,200.0,90.89,90.89,45.4,14,45.4,14
936,WI,2003.0,1.0,3036,"2,602",123.0,6.5,18,196.0,123.01,123.01,62.7,7,62.7,7
937,WI,2003.0,2.0,3057,"2,680",122.0,5.9,21,180.0,86.86,86.86,48.2,10,48.2,12
938,WI,2003.0,3.0,3054,"2,662",123.0,5.4,31,163.0,75.74,75.75,46.3,9,46.3,10
939,WI,2003.0,4.0,3033,"2,689",124.0,4.8,36,146.0,80.56,80.57,55.3,7,55.3,7
940,WI,2004.0,1.0,3031,"2,610",124.0,6.1,22,185.0,115.12,115.12,62.4,6,62.4,6
941,WI,2004.0,2.0,3038,"2,702",124.0,5.1,29,155.0,73.37,73.37,47.3,9,47.3,9
942,WI,2004.0,3.0,3053,"2,700",125.0,4.5,36,137.0,61.49,61.49,44.8,9,44.8,9
943,WI,2004.0,4.0,3015,"2,729",126.0,4.2,39,127.0,64.6,64.6,50.8,7,50.8,7
944,WI,2005.0,1.0,3000,"2,648",126.0,5.6,25,169.0,102.43,102.43,60.7,7,60.7,7
945,WI,2005.0,2.0,3026,"2,735",126.0,4.8,28,145.0,67.71,67.71,46.8,7,46.8,7
946,WI,2005.0,3.0,3055,"2,729",128.0,4.4,33,133.0,58.92,58.92,44.2,7,44.2,7
947,WI,2005.0,4.0,3037,"2,747",128.0,4.3,32,129.0,63.35,63.35,49.0,7,49.0,7
948,WI,2006.0,1.0,3029,"2,671",128.0,5.4,17,163.0,98.54,98.54,60.4,6,60.4,6
949,WI,2006.0,2.0,3064,"2,762",128.0,4.7,20,143.0,65.34,65.34,45.7,8,45.7,8
950,WI,2006.0,3.0,3093,"2,750",129.0,4.4,30,136.0,58.38,58.38,43.0,7,43.0,7
951,WI,2006.0,4.0,3078,"2,768",130.0,4.2,23,129.0,64.77,64.77,50.3,8,50.3,8
952,WI,2007.0,1.0,3069,"2,689",131.0,5.6,13,171.0,104.15,104.15,60.8,6,60.8,6
953,WI,2007.0,2.0,3090,"2,775",131.0,5.0,11,153.0,69.3,69.3,45.2,11,45.2,11
954,WI,2007.0,3.0,3109,"2,762",130.0,4.5,23,141.0,62.41,62.41,44.3,8,44.3,8
955,WI,2007.0,4.0,3083,"2,780",131.0,4.2,28,130.0,69.67,69.67,53.8,8,53.8,8
956,WI,2008.0,1.0,3074,"2,699",132.0,5.2,26,161.0,105.28,105.28,65.5,3,65.5,3
957,WI,2008.0,2.0,3101,"2,774",132.0,4.6,32,143.0,74.91,74.91,52.3,5,52.3,5
958,WI,2008.0,3.0,3118,"2,754",132.0,4.6,40,144.0,72.47,72.47,50.4,4,50.4,4
959,WI,2008.0,4.0,3103,"2,746",134.0,5.3,37,164.0,99.62,99.62,60.6,3,60.6,3
960,WV,2003.0,1.0,788,642,37.0,7.6,6,59.0,24.34,24.34,40.9,34,40.9,34
961,WV,2003.0,2.0,797,659,37.0,6.8,12,55.0,17.13,17.13,31.4,37,31.4,37
962,WV,2003.0,3.0,795,662,37.0,6.2,15,50.0,15.46,15.46,31.1,37,31.1,37
963,WV,2003.0,4.0,787,662,37.0,5.6,16,44.0,16.42,16.42,37.2,28,37.2,28
964,WV,2004.0,1.0,784,648,37.0,6.9,9,54.0,20.88,20.88,38.7,32,38.7,32
965,WV,2004.0,2.0,794,668,37.0,5.9,14,47.0,14.09,14.09,30.3,33,30.3,33
966,WV,2004.0,3.0,793,671,37.0,5.3,23,42.0,12.25,12.25,29.2,31,29.2,31
967,WV,2004.0,4.0,787,673,37.0,5.0,26,40.0,12.6,12.6,31.8,26,31.8,26
968,WV,2005.0,1.0,783,658,37.0,6.5,10,51.0,17.61,17.61,34.8,29,34.8,29
969,WV,2005.0,2.0,797,676,37.0,5.4,17,43.0,12.18,12.18,28.4,31,28.4,31
970,WV,2005.0,3.0,802,679,37.0,5.2,20,42.0,12.18,12.18,29.0,32,29.0,32
971,WV,2005.0,4.0,796,680,37.0,4.8,22,38.0,12.56,12.56,33.1,30,33.1,30
972,WV,2006.0,1.0,793,670,37.0,5.7,12,45.0,16.34,16.34,35.9,34,35.9,34
973,WV,2006.0,2.0,809,686,37.0,5.2,11,42.0,11.43,11.43,27.1,35,27.1,35
974,WV,2006.0,3.0,812,686,37.0,5.2,13,42.0,11.21,11.21,26.5,33,26.5,33
975,WV,2006.0,4.0,806,690,37.0,4.5,17,36.0,12.0,12.0,32.9,29,32.9,29
976,WV,2007.0,1.0,796,672,37.0,5.7,10,45.0,17.47,17.47,38.7,28,38.7,28
977,WV,2007.0,2.0,806,686,37.0,4.7,16,38.0,11.96,11.96,31.3,32,31.3,32
978,WV,2007.0,3.0,811,688,37.0,4.6,19,37.0,11.12,11.12,29.8,30,29.8,30
979,WV,2007.0,4.0,805,691,37.0,4.3,25,34.0,11.62,11.62,33.7,32,33.7,32
980,WV,2008.0,1.0,798,674,37.0,5.3,23,42.0,17.9,17.9,42.2,26,42.2,26
981,WV,2008.0,2.0,812,688,36.0,4.5,34,37.0,12.85,12.85,34.9,27,34.9,27
982,WV,2008.0,3.0,811,692,36.0,4.3,45,35.0,11.98,11.98,34.3,19,34.3,19
983,WV,2008.0,4.0,805,693,36.0,4.7,42,38.0,14.82,14.82,39.2,27,39.2,27
984,WY,2003.0,1.0,270,224,19.0,5.1,42,14.0,6.31,6.31,45.5,26,45.5,26
985,WY,2003.0,2.0,273,236,20.0,4.4,46,12.0,4.27,4.27,35.8,31,35.8,31
986,WY,2003.0,3.0,275,241,20.0,3.8,51,10.0,2.66,2.66,25.6,50,25.6,50
987,WY,2003.0,4.0,274,236,20.0,4.0,45,11.0,3.67,3.67,33.1,34,33.1,34
988,WY,2004.0,1.0,272,230,20.0,4.6,44,13.0,5.45,5.45,43.2,25,43.2,25
989,WY,2004.0,2.0,274,243,20.0,3.7,49,10.0,3.61,3.61,35.3,23,35.3,23
990,WY,2004.0,3.0,278,247,20.0,3.3,50,9.0,2.45,2.45,26.4,41,26.4,41
991,WY,2004.0,4.0,276,242,20.0,3.7,45,10.0,3.34,3.34,33.1,25,33.1,25
992,WY,2005.0,1.0,274,237,20.0,4.1,49,11.0,4.85,4.85,43.3,18,43.3,18
993,WY,2005.0,2.0,279,248,20.0,3.6,47,10.0,2.94,2.94,29.5,29,29.5,29
994,WY,2005.0,3.0,283,254,21.0,3.2,48,9.0,1.79,1.79,20.0,47,20.0,47
995,WY,2005.0,4.0,281,250,21.0,3.4,43,10.0,2.75,2.75,28.9,32,28.9,32
996,WY,2006.0,1.0,279,247,21.0,3.6,47,10.0,3.89,3.89,38.8,26,38.8,26
997,WY,2006.0,2.0,284,261,21.0,3.0,48,8.0,2.39,2.39,28.2,34,28.2,34
998,WY,2006.0,3.0,288,266,21.0,2.7,51,8.0,1.63,1.63,21.1,46,21.1,46
999,WY,2006.0,4.0,288,263,21.0,2.7,49,8.0,2.34,2.34,29.9,33,29.9,33
1000,WY,2007.0,1.0,286,260,21.0,3.1,49,9.0,3.59,3.59,40.5,26,40.5,26
1001,WY,2007.0,2.0,290,272,21.0,2.8,49,8.0,2.67,2.67,32.9,29,32.9,29
1002,WY,2007.0,3.0,294,276,21.0,2.4,53,7.0,1.99,1.99,28.2,36,28.2,36
1003,WY,2007.0,4.0,292,274,21.0,2.3,53,7.0,2.67,2.67,39.8,18,39.8,18
1004,WY,2008.0,1.0,293,269,22.0,3.3,49,10.0,4.22,4.22,43.5,24,43.5,24
1005,WY,2008.0,2.0,296,280,22.0,2.8,52,8.0,2.87,2.87,34.8,28,34.8,28
1006,WY,2008.0,3.0,300,286,22.0,2.6,53,8.0,2.3,2.3,29.4,32,29.4,32
1007,WY,2008.0,4.0,298,280,22.0,3.1,52,9.0,4.0,4.0,44.0,17,44.0,17
1008,AK,2003.0,1.0,329,262,17,8.5,3,28,20.9,23.56,74.4,2,83.9,2
1009,AK,2003.0,2.0,333,279,17,7.9,4,26,16.35,18.6,62.4,2,71.0,2
1010,AK,2003.0,3.0,336,288,17,6.8,11,23,11.88,13.54,52.1,7,59.4,3
1011,AK,2003.0,4.0,332,270,17,7.6,3,25,17.27,19.49,68.9,2,77.8,2
1012,AK,2004.0,1.0,332,264,17,8.7,3,29,21.11,23.3,73.4,2,81.0,2
1013,AK,2004.0,2.0,337,282,17,7.6,4,26,15.37,17.49,59.9,2,68.2,2
1014,AK,2004.0,3.0,343,295,17,6.3,8,22,10.53,10.53,48.5,6,48.5,6
1015,AK,2004.0,4.0,338,276,17,7.1,5,24,16.08,16.08,66.5,2,66.5,2
1016,AK,2005.0,1.0,338,270,17,8.0,3,27,19.51,19.96,72.1,2,73.7,2
1017,AK,2005.0,2.0,344,289,17,6.8,6,24,14.27,16.41,60.6,3,69.7,2
1018,AK,2005.0,3.0,350,302,17,5.9,8,21,9.49,9.49,45.7,5,45.7,5
1019,AK,2005.0,4.0,344,280,17,7.0,6,24,14.59,14.59,60.4,3,60.4,3
1020,AK,2006.0,1.0,343,276,17,7.7,3,27,18.02,18.02,67.9,3,67.9,3
1021,AK,2006.0,2.0,349,297,17,6.7,5,23,13.0,13.0,55.4,2,55.4,2
1022,AK,2006.0,3.0,355,307,17,5.8,7,20,8.79,8.79,43.0,7,43.0,7
1023,AK,2006.0,4.0,348,284,17,6.3,5,22,13.92,13.92,63.6,2,63.6,2
1024,AK,2007.0,1.0,346,280,17,7.1,4,25,16.01,16.01,64.8,3,64.8,3
1025,AK,2007.0,2.0,350,299,17,6.3,4,22,12.1,12.1,54.8,4,54.8,4
1026,AK,2007.0,3.0,356,310,17,5.5,8,20,8.5,8.5,43.5,9,43.5,9
1027,AK,2007.0,4.0,349,287,17,6.1,4,21,12.54,12.54,58.5,3,58.5,3
1028,AK,2008.0,1.0,349,283,17,7.1,4,25,16.28,16.28,65.3,4,65.3,4
1029,AK,2008.0,2.0,357,304,17,6.5,5,23,13.3,13.79,57.7,2,59.8,2
1030,AK,2008.0,3.0,362,315,17,5.7,23,21,8.97,10.34,43.3,8,50.0,5
1031,AK,2008.0,4.0,354,292,17,6.5,22,23,12.4,12.63,53.8,7,54.7,5
1032,AL,2003.0,1.0,2115,"1,761",86,6.1,25,129,41.58,41.58,32.2,45,32.2,45
1033,AL,2003.0,2.0,2130,"1,777",86,5.9,21,125,38.06,38.06,30.4,42,30.4,42
1034,AL,2003.0,3.0,2131,"1,770",85,6.1,17,131,38.78,38.78,29.7,43,29.7,43
1035,AL,2003.0,4.0,2139,"1,786",86,5.8,14,123,33.41,33.41,27.1,49,27.1,49
1036,AL,2004.0,1.0,2126,"1,772",85,6.2,19,131,35.39,35.39,27.1,49,27.1,49
1037,AL,2004.0,2.0,2142,"1,804",86,5.5,22,118,29.55,29.55,24.9,47,24.9,47
1038,AL,2004.0,3.0,2145,"1,804",86,5.6,16,121,29.95,29.95,24.8,45,24.8,45
1039,AL,2004.0,4.0,2140,"1,823",87,5.1,21,108,28.33,28.33,26.2,38,26.2,38
1040,AL,2005.0,1.0,2120,"1,810",87,5.1,36,108,28.66,28.66,26.4,43,26.4,43
1041,AL,2005.0,2.0,2136,"1,846",87,4.3,37,91,25.94,25.94,28.4,31,28.4,31
1042,AL,2005.0,3.0,2149,"1,847",88,4.4,33,94,28.87,28.87,30.7,26,30.7,26
1043,AL,2005.0,4.0,2157,"1,870",88,4.0,37,87,24.58,24.58,28.3,34,28.3,34
1044,AL,2006.0,1.0,2140,"1,856",88,4.4,34,93,25.85,25.85,27.7,43,27.7,43
1045,AL,2006.0,2.0,2163,"1,883",88,3.9,37,84,23.87,23.87,28.6,33,28.6,33
1046,AL,2006.0,3.0,2180,"1,878",89,4.2,34,91,27.04,27.04,29.9,28,29.9,28
1047,AL,2006.0,4.0,2196,"1,889",87,3.6,38,80,26.28,26.28,32.9,29,32.9,29
1048,AL,2007.0,1.0,2172,"1,884",90,4.1,37,89,28.27,28.27,31.7,38,31.7,38
1049,AL,2007.0,2.0,2178,"1,905",90,3.8,36,82,25.07,25.07,30.7,33,30.7,33
1050,AL,2007.0,3.0,2184,"1,898",90,4.3,32,93,27.69,27.69,29.7,31,29.7,31
1051,AL,2007.0,4.0,2188,"1,914",90,4.1,30,90,27.93,27.93,31.2,34,31.2,34
1052,AL,2008.0,1.0,2169,"1,887",91,5.0,31,108,30.96,30.96,28.6,43,28.6,43
1053,AL,2008.0,2.0,2182,"1,903",91,5.1,21,112,31.39,31.39,28.1,39,28.1,39
1054,AL,2008.0,3.0,2180,"1,882",90,6.3,18,137,35.73,35.73,26.1,44,26.1,45
1055,AL,2008.0,4.0,2177,"1,864",90,7.0,16,152,48.23,48.23,31.6,42,31.6,42
1056,AR,2003.0,1.0,1269,"1,087",61,6.0,28,77,39.71,39.71,51.8,16,51.8,18
1057,AR,2003.0,2.0,1289,"1,099",61,5.8,25,75,35.25,35.25,46.9,14,46.9,14
1058,AR,2003.0,3.0,1289,"1,082",61,5.9,23,76,32.94,32.94,43.6,13,43.6,15
1059,AR,2003.0,4.0,1283,"1,112",60,5.3,23,69,33.06,33.06,48.2,10,48.2,12
1060,AR,2004.0,1.0,1282,"1,097",61,6.2,19,80,36.08,36.08,45.2,21,45.2,22
1061,AR,2004.0,2.0,1305,"1,115",61,5.6,19,73,28.53,28.53,38.9,18,38.9,18
1062,AR,2004.0,3.0,1313,"1,096",61,5.4,21,71,26.99,26.99,37.9,15,37.9,15
1063,AR,2004.0,4.0,1310,"1,125",62,5.1,21,67,28.03,28.03,42.0,11,42.0,11
1064,AR,2005.0,1.0,1311,"1,112",63,5.8,19,76,31.62,31.62,41.8,22,41.8,22
1065,AR,2005.0,2.0,1340,"1,134",62,5.1,24,69,27.09,27.09,39.4,15,39.4,15
1066,AR,2005.0,3.0,1347,"1,116",62,5.3,16,71,26.34,26.34,36.9,15,36.9,15
1067,AR,2005.0,4.0,1337,"1,145",63,4.9,20,65,26.1,26.1,40.1,14,40.1,14
1068,AR,2006.0,1.0,1332,"1,139",63,5.5,14,73,28.6,28.6,39.1,25,39.1,25
1069,AR,2006.0,2.0,1355,"1,159",65,5.2,11,71,24.67,24.67,34.7,22,34.7,22
1070,AR,2006.0,3.0,1354,"1,133",66,5.3,11,72,26.44,26.44,36.5,15,36.5,15
1071,AR,2006.0,4.0,1345,"1,157",66,4.9,10,65,30.98,30.98,47.3,12,47.3,12
1072,AR,2007.0,1.0,1340,"1,147",66,5.7,10,77,31.87,31.87,41.4,25,41.4,25
1073,AR,2007.0,2.0,1357,"1,163",67,5.3,9,72,28.06,28.06,38.8,19,38.8,19
1074,AR,2007.0,3.0,1359,"1,138",67,5.5,8,75,29.09,29.09,38.7,15,38.7,15
1075,AR,2007.0,4.0,1348,"1,164",68,5.0,14,67,30.71,30.71,45.7,11,45.7,11
1076,AR,2008.0,1.0,1341,"1,150",68,5.4,22,73,33.09,33.09,45.4,20,45.4,20
1077,AR,2008.0,2.0,1365,"1,163",69,5.0,23,68,30.16,30.16,44.3,11,44.3,11
1078,AR,2008.0,3.0,1370,"1,138",69,5.4,27,74,31.87,31.87,43.0,9,43.0,9
1079,AR,2008.0,4.0,1355,"1,152",68,5.8,29,79,42.17,42.17,53.4,8,53.4,8
1080,AZ,2003.0,1.0,2701,"2,217",109,5.9,29,159,43.01,43.01,27.1,52,27.1,52
1081,AZ,2003.0,2.0,2722,"2,206",109,5.9,21,161,50.36,50.36,31.3,39,31.3,39
1082,AZ,2003.0,3.0,2737,"2,184",110,6.1,17,168,50.9,50.9,30.4,41,30.4,41
1083,AZ,2003.0,4.0,2755,"2,281",110,5.2,25,143,39.55,39.56,27.7,47,27.7,47
1084,AZ,2004.0,1.0,2766,"2,273",110,5.3,38,148,35.95,35.95,24.4,53,24.4,53
1085,AZ,2004.0,2.0,2776,"2,282",111,5.1,29,142,38.3,38.3,27.1,42,27.1,42
1086,AZ,2004.0,3.0,2799,"2,273",110,5.1,29,143,39.28,39.28,27.5,35,27.5,35
1087,AZ,2004.0,4.0,2813,"2,386",110,4.4,31,124,29.94,29.94,24.1,45,24.1,45
1088,AZ,2005.0,1.0,2812,"2,392",111,4.6,43,129,27.99,27.99,21.8,50,21.8,50
1089,AZ,2005.0,2.0,2848,"2,418",114,4.6,33,132,30.3,30.3,23.0,44,23.0,44
1090,AZ,2005.0,3.0,2884,"2,420",117,5.0,26,144,30.75,30.75,21.4,44,21.4,44
1091,AZ,2005.0,4.0,2906,"2,522",118,4.5,29,130,22.06,22.06,17.0,52,17.0,52
1092,AZ,2006.0,1.0,2918,"2,542",121,4.3,36,127,19.31,19.31,15.3,53,15.3,53
1093,AZ,2006.0,2.0,2952,"2,552",125,4.3,32,127,23.86,23.86,18.8,51,18.8,51
1094,AZ,2006.0,3.0,2994,"2,535",128,4.6,25,139,27.98,27.98,20.1,49,20.1,49
1095,AZ,2006.0,4.0,3019,"2,621",129,3.9,29,118,23.16,23.16,19.6,51,19.6,51
1096,AZ,2007.0,1.0,3009,"2,601",130,3.8,43,114,21.91,21.91,19.1,52,19.1,52
1097,AZ,2007.0,2.0,3004,"2,589",132,3.5,41,104,29.08,29.08,27.9,38,27.9,38
1098,AZ,2007.0,3.0,3022,"2,559",134,3.9,35,116,35.63,35.63,30.6,27,30.6,27
1099,AZ,2007.0,4.0,3041,"2,632",134,3.9,34,120,30.1,30.1,25.2,45,25.2,45
1100,AZ,2008.0,1.0,3047,"2,586",134,4.3,38,132,33.09,33.09,25.0,50,25.0,50
1101,AZ,2008.0,2.0,3074,"2,539",135,5.0,23,154,43.02,43.02,27.8,40,27.8,40
1102,AZ,2008.0,3.0,3124,"2,481",135,6.6,14,206,51.82,51.82,25.1,46,25.1,46
1103,AZ,2008.0,4.0,3139,"2,510",135,7.1,14,224,58.3,58.3,26.0,51,26.0,51
1104,CA,2003.0,1.0,17250,"14,368","1,001",7.3,8,"1,252",579.41,579.42,46.3,23,46.3,23
1105,CA,2003.0,2.0,17247,"14,654","1,016",6.9,9,"1,183",571.85,571.86,48.3,9,48.3,11
1106,CA,2003.0,3.0,17285,"14,525","1,028",6.9,7,"1,198",524.55,524.56,43.8,12,43.8,14
1107,CA,2003.0,4.0,17305,"14,666","1,063",6.5,8,"1,128",515.23,515.24,45.7,13,45.7,15
1108,CA,2004.0,1.0,17312,"14,442","1,033",6.9,9,"1,197",511.86,511.87,42.8,26,42.8,26
